사용월,호선명,지하철역,유임승차인원,무임승차인원,유임하차인원,무임하차인원,작업일자
202512,3호선,을지로3가,365850,58153,350234,53854,20260103
202512,3호선,충무로,157,4,0,0,20260103
202512,3호선,동대입구,303928,46716,335941,50983,20260103
202512,3호선,약수,312274,89369,308735,84284,20260103
202512,3호선,금호,192826,58673,178987,57508,20260103
202512,3호선,옥수,213343,67250,220179,67620,20260103
202512,3호선,압구정,840950,156900,907930,156358,20260103
202512,3호선,신사,787471,79605,824665,77294,20260103
202512,3호선,잠원,175527,48387,167342,46415,20260103
202512,3호선,고속터미널,1461584,266459,1404032,246821,20260103
202512,3호선,교대(법원.검찰청),421878,104747,237155,58070,20260103
202512,3호선,남부터미널(예술의전당),831489,146911,830988,147268,20260103
202512,3호선,양재(서초구청),976910,179002,1038266,180260,20260103
202512,3호선,매봉,301391,89350,292897,84041,20260103
202512,3호선,도곡,155349,36259,155841,34436,20260103
202512,3호선,대치,284519,79759,280754,77776,20260103
202512,3호선,학여울,65824,22743,67831,22086,20260103
202512,4호선,회현(남대문시장),693480,225474,736883,228743,20260103
202512,4호선,남태령,35890,8819,28865,8060,20260103
202512,4호선,사당,724199,120891,644632,130880,20260103
202512,4호선,총신대입구(이수),437326,176087,477466,185829,20260103
202512,4호선,동작(현충원),41250,12778,42917,12942,20260103
202512,4호선,이촌(국립중앙박물관),305223,65639,324604,68773,20260103
202512,4호선,신용산,651048,67484,706742,67844,20260103
202512,4호선,삼각지(전쟁기념관),207379,27301,249560,28902,20260103
202512,4호선,숙대입구(갈월),426680,62478,418709,58951,20260103
202512,4호선,서울역,344268,46616,682739,68102,20260103
202512,4호선,명동,1171722,106197,1277143,112202,20260103
202512,4호선,충무로,822215,136281,853933,138861,20260103
202512,4호선,동대문역사문화공원(DDP),582701,77152,504291,68060,20260103
202512,4호선,동대문,421561,160537,444687,157113,20260103
202512,4호선,혜화,1108491,151248,1104362,147786,20260103
202512,4호선,한성대입구(삼선교),375732,83203,361881,81798,20260103
202512,4호선,성신여대입구(돈암),629237,103964,601912,102380,20260103
202512,4호선,길음,527707,136388,525225,135081,20260103
202512,4호선,미아사거리,612958,205459,604929,205307,20260103
202512,4호선,미아(서울사이버대학),362090,133884,341394,136543,20260103
202512,4호선,수유(강북구청),859364,214081,863328,215929,20260103
202512,4호선,쌍문,699028,201958,638554,199499,20260103
202512,4호선,불암산,211656,84689,176068,83475,20260103
202512,4호선,상계,453155,147628,419649,144972,20260103
202512,4호선,노원,538630,123029,618465,121097,20260103
202512,4호선,창동,595091,257102,627617,264859,20260103
202512,5호선,양평,215525,35306,211118,34693,20260103
202512,5호선,방화,152646,63595,146486,62170,20260103
202512,5호선,개화산,138175,50685,132471,48704,20260103
202512,5호선,김포공항,384535,63767,234954,48286,20260103
202512,5호선,송정,142940,56255,136158,53997,20260103
202512,5호선,마곡,411018,73717,415110,71327,20260103
202512,5호선,발산,604025,145934,630332,141543,20260103
202512,5호선,우장산,350940,112078,345655,117038,20260103
202512,5호선,화곡,715104,172511,663348,165107,20260103
202512,5호선,까치산,675766,178964,641177,181092,20260103
202512,5호선,신정(은행정),340945,76407,274808,74665,20260103
202512,5호선,목동,405940,99517,445694,101169,20260103
202512,5호선,오목교(목동운동장앞),556179,107806,596656,106662,20260103
202512,5호선,영등포구청,128672,22966,125637,22673,20260103
202512,5호선,영등포시장,296387,87785,297468,89860,20260103
202512,5호선,신길,139455,14015,146782,14585,20260103
202512,5호선,여의도,825021,69169,862132,65932,20260103
202512,5호선,여의나루,308750,32658,375442,32481,20260103
202512,5호선,마포,384974,76472,394663,75804,20260103
202512,5호선,공덕,384959,60671,406657,58164,20260103
202512,5호선,애오개,162925,43814,159827,42435,20260103
202512,5호선,충정로(경기대입구),129667,19757,134045,19684,20260103
202512,5호선,서대문,494987,83934,500670,81001,20260103
202512,5호선,광화문(세종문화회관),1071243,128365,1134292,128349,20260103
202512,5호선,종로3가,387600,105419,388061,104934,20260103
202512,5호선,을지로4가,158208,47741,160970,46774,20260103
202512,5호선,동대문역사문화공원(DDP),89461,9652,100899,10857,20260103
202512,5호선,청구,82958,22249,82539,18729,20260103
202512,5호선,신금호,151274,43117,158483,48349,20260103
202512,5호선,행당,191899,56152,170533,51093,20260103
202512,5호선,왕십리(성동구청),119534,30290,142571,30471,20260103
202512,5호선,마장,143839,47364,135210,47622,20260103
202512,5호선,답십리,397825,93725,352132,90433,20260103
202512,5호선,장한평,497855,113294,489509,115667,20260103
202512,5호선,군자(능동),331454,52359,370839,57137,20260103
202512,5호선,아차산(어린이대공원후문),344159,118319,336952,115915,20260103
202512,5호선,광나루(장신대),275492,74744,262807,73779,20260103
202512,5호선,천호(풍납토성),474170,186154,450735,182188,20260103
202512,5호선,강동,455684,132335,438424,129137,20260103
202512,5호선,길동,190452,93988,194336,96496,20260103
202512,5호선,굽은다리(강동구민회관앞),223610,96259,214671,91146,20260103
202512,5호선,명일,182710,77259,177214,78591,20260103
202512,5호선,고덕,236993,88707,229724,86050,20260103
202512,5호선,상일동,345174,106810,325645,106428,20260103
202512,5호선,둔촌동,311602,109611,305857,109260,20260103
202512,5호선,올림픽공원(한국체대),132149,43960,112283,39373,20260103
202512,5호선,방이,175124,60507,180676,60572,20260103
202512,5호선,오금,87363,25803,89661,25091,20260103
202512,5호선,개롱,142615,57582,146218,59845,20260103
202512,5호선,거여,233051,79279,227534,77731,20260103
202512,5호선,마천,158329,62214,135154,63598,20260103
202512,5호선,강일,136469,52223,125135,50140,20260103
202512,5호선,미사,469529,104869,470951,104138,20260103
202512,5호선,하남풍산,106149,41741,104548,41062,20260103
202512,5호선,하남시청(덕풍?신장),185253,92530,169380,92586,20260103
202512,5호선,하남검단산,156414,61680,146280,61101,20260103
202512,6호선,삼각지(전쟁기념관),237548,23267,216095,20194,20260103
202512,6호선,신내,27,1,0,0,20260103
202512,6호선,봉화산(서울의료원),202424,58694,188149,58161,20260103
202512,6호선,화랑대(서울여대입구),296392,56405,238903,51820,20260103
202512,6호선,태릉입구,145144,38209,159194,37773,20260103
202512,6호선,석계,298382,91944,305900,90769,20260103
202512,6호선,돌곶이,293365,75922,267714,75351,20260103
202512,6호선,상월곡(한국과학기술연구원),156228,45614,139781,44361,20260103
202512,6호선,월곡(동덕여대),288667,75599,276799,75561,20260103
202512,6호선,고려대(종암),236966,39930,224892,39457,20260103
202512,6호선,안암(고대병원앞),370416,44020,363227,43294,20260103
202512,6호선,보문,219167,35865,205547,33992,20260103
202512,6호선,창신,89771,20868,73052,19444,20260103
202512,6호선,동묘앞,213526,78226,221335,72867,20260103
202512,6호선,신당,240983,44524,243543,43214,20260103
202512,6호선,청구,95372,20841,91587,22255,20260103
202512,6호선,약수,92331,22628,91431,22595,20260103
202512,6호선,버티고개,54576,14597,50004,16250,20260103
202512,6호선,한강진,297246,19486,358417,19646,20260103
202512,6호선,이태원,357201,32943,405490,33083,20260103
202512,6호선,녹사평(용산구청),152543,20104,161544,19888,20260103
202512,6호선,효창공원앞,192483,42007,176368,38760,20260103
202512,6호선,공덕,489910,94528,478901,88050,20260103
202512,6호선,대흥(서강대앞),242822,54263,254194,54785,20260103
202512,6호선,광흥창(서강),233208,61374,221895,60423,20260103
202512,6호선,상수,321130,27397,364940,27824,20260103
202512,6호선,합정,391822,47671,393493,44357,20260103
202512,6호선,망원,434597,94388,466897,98137,20260103
202512,6호선,마포구청,361485,90671,327639,83747,20260103
202512,6호선,월드컵경기장(성산),101913,50063,105835,48896,20260103
202512,6호선,디지털미디어시티,368403,66518,404196,66898,20260103
202512,6호선,증산(명지대앞),211593,76210,207772,77144,20260103
202512,6호선,새절(신사),288401,98618,265992,98588,20260103
202512,6호선,구산,189949,61759,130980,66561,20260103
202512,6호선,연신내,74,5,0,0,20260103
202512,6호선,독바위,57443,22293,56971,27360,20260103
202512,6호선,불광,101296,51371,96626,41050,20260103
202512,6호선,역촌,82660,37618,103304,37676,20260103
202512,6호선,응암,411953,142624,407569,141559,20260103
202512,7호선,온수(성공회대입구),246070,49843,224081,47129,20260103
202512,7호선,천왕,288868,71501,276906,72135,20260103
202512,7호선,광명사거리,494347,186761,483753,192714,20260103
202512,7호선,철산,561847,133977,577629,133754,20260103
202512,7호선,가산디지털단지,1110915,115715,1109859,107880,20260103
202512,7호선,남구로,365494,75790,389412,78038,20260103
202512,7호선,대림(구로구청),237462,55368,240561,54272,20260103
202512,7호선,신풍,282193,89501,263858,88301,20260103
202512,7호선,보라매,168301,37215,175958,38200,20260103
202512,7호선,신대방삼거리,357943,102364,338451,104825,20260103
202512,7호선,장승배기,217654,80365,210518,80645,20260103
202512,7호선,상도,303323,72695,295341,69682,20260103
202512,7호선,숭실대입구(살피재),340636,71958,336157,74588,20260103
202512,7호선,남성,258779,87741,243513,88640,20260103
202512,7호선,이수,434366,101565,424754,95179,20260103
202512,7호선,내방,359165,85949,364706,83135,20260103
202512,7호선,고속터미널,494659,95286,404488,86908,20260103
202512,7호선,반포,165401,49880,159384,47493,20260103
202512,7호선,논현,519562,52323,550759,51566,20260103
202512,7호선,학동,605373,72745,636283,69392,20260103
202512,7호선,강남구청,426215,61323,482193,63036,20260103
202512,7호선,청담,462597,90276,517701,87805,20260103
202512,7호선,자양(뚝섬한강공원),208892,51238,201958,50886,20260103
202512,7호선,건대입구,388730,78654,410856,73240,20260103
202512,7호선,어린이대공원(세종대),454517,48757,457574,48462,20260103
202512,7호선,군자(능동),383570,96160,296221,81382,20260103
202512,7호선,중곡,266747,76819,246860,77848,20260103
202512,7호선,용마산(용마폭포공원),136377,39293,131062,42658,20260103
202512,7호선,사가정,377448,118849,378166,121084,20260103
202512,7호선,면목,349014,107352,331802,110376,20260103
202512,7호선,상봉,463284,99625,457765,96801,20260103
202512,7호선,중화,265771,77656,262486,78403,20260103
202512,7호선,먹골,239630,80302,235632,82059,20260103
202512,7호선,장암,68869,16047,24072,11976,20260103
202512,7호선,태릉입구,215581,54409,204848,51211,20260103
202512,7호선,도봉산,218060,50361,241399,73118,20260103
202512,7호선,수락산,275766,121103,271674,122493,20260103
202512,7호선,마들,304570,107733,281788,105986,20260103
202512,7호선,노원,494468,162545,523927,162914,20260103
202512,7호선,중계,342373,109335,311199,106374,20260103
202512,7호선,하계,432909,134507,401949,129195,20260103
202512,7호선,공릉(서울과학기술대),297200,90403,289355,90996,20260103
202512,8호선,암사역사공원,172472,38557,146426,37318,20260103
202512,8호선,남위례,193477,43793,190442,41719,20260103
202512,8호선,모란,98983,63680,82263,49525,20260103
202512,8호선,수진,122740,51754,110635,51154,20260103
202512,8호선,신흥,121339,48763,123327,49688,20260103
202512,8호선,단대오거리,286412,86600,271684,85453,20260103
202512,8호선,남한산성입구(성남법원.검찰청),315896,84408,281775,80069,20260103
202512,8호선,산성,150083,39727,150872,42440,20260103
202512,8호선,복정,247404,49136,208673,44760,20260103
202512,8호선,장지,435704,105176,400602,99444,20260103
202512,8호선,문정,586359,80136,611885,79998,20260103
202512,8호선,가락시장,202053,81117,229871,82739,20260103
202512,8호선,송파,230611,81694,228723,80329,20260103
202512,8호선,석촌,221040,68677,260789,71076,20260103
202512,8호선,잠실(송파구청),594964,110611,702823,109131,20260103
202512,8호선,몽촌토성(평화의문),191805,41912,199635,42144,20260103
202512,8호선,강동구청,249487,82708,256308,83962,20260103
202512,8호선,천호(풍납토성),438253,128039,515876,130529,20260103
202512,8호선,암사,376714,121827,342740,120479,20260103
202512,9호선,동작(현충원),48136,13648,41494,12197,20260103
202512,9호선,흑석(중앙대입구),225517,68895,232639,68869,20260103
202512,9호선,노들,111613,37737,90335,35187,20260103
202512,9호선,노량진,792815,105114,774371,102533,20260103
202512,9호선,샛강,165829,33908,164830,33462,20260103
202512,9호선,여의도,885032,68957,837825,63353,20260103
202512,9호선,국회의사당,458883,76927,469225,69260,20260103
202512,9호선,당산,513789,85592,501696,79545,20260103
202512,9호선,선유도,231765,39388,212908,38802,20260103
202512,9호선,신목동,108697,30524,94366,29200,20260103
202512,9호선,염창,465064,93190,443036,89926,20260103
202512,9호선,등촌,287317,102094,270673,104398,20260103
202512,9호선,증미,194154,42747,185854,42655,20260103
202512,9호선,가양,519036,158972,508924,155627,20260103
202512,9호선,양천향교,272684,55080,280161,54530,20260103
202512,9호선,마곡나루(서울식물원),431666,52604,416524,51705,20260103
202512,9호선,신방화,160253,53409,157709,53673,20260103
202512,9호선,공항시장,62287,23994,67003,25837,20260103
202512,9호선,김포공항,188149,20217,354483,32385,20260103
202512,9호선,개화,61339,12952,40902,10382,20260103
202512,9호선,구반포,49835,12183,43865,11689,20260103
202512,9호선,신반포,115835,34480,108804,34334,20260103
202512,9호선,고속터미널,421183,84211,602998,104256,20260103
202512,9호선,사평,106296,28855,101421,28639,20260103
202512,9호선,신논현,952734,65959,974262,63857,20260103
202512,9호선2~3단계,선정릉,268286,34210,292724,35733,20260103
202512,9호선2~3단계,중앙보훈병원,295260,96674,245254,93314,20260103
202512,9호선2~3단계,둔촌오륜,115940,27177,111951,28141,20260103
202512,9호선2~3단계,올림픽공원(한국체대),256362,33146,272634,33331,20260103
202512,9호선2~3단계,한성백제,82387,21904,73471,19389,20260103
202512,9호선2~3단계,송파나루,161778,37233,172152,39746,20260103
202512,9호선2~3단계,석촌,259700,51130,235680,45296,20260103
202512,9호선2~3단계,석촌고분,185049,49386,180118,49231,20260103
202512,9호선2~3단계,삼전,209780,51753,197531,50783,20260103
202512,9호선2~3단계,종합운동장,146085,26432,145663,24129,20260103
202512,9호선2~3단계,봉은사,682953,71905,758988,68267,20260103
202512,9호선2~3단계,삼성중앙,210435,34606,219603,34142,20260103
202512,9호선2~3단계,언주,317028,37724,320670,37181,20260103
202512,경강선,곤지암,55180,15834,51610,15400,20260103
202512,경강선,초월,96440,20056,87861,19583,20260103
202512,경강선,경기광주,211373,40387,201570,39889,20260103
202512,경강선,삼동,57136,16314,52625,16463,20260103
202512,경강선,이매,25172,6673,21400,6490,20260103
202512,경강선,판교,164847,23803,161355,20296,20260103
202512,경강선,성남,33585,7739,28790,8057,20260103
202512,경강선,이천,80634,17812,85104,18541,20260103
202512,경강선,부발,65913,12737,62614,12416,20260103
202512,경강선,세종대왕릉,6612,3738,6311,3550,20260103
202512,경강선,여주,75018,23629,72886,23347,20260103
202512,경강선,신둔도예촌,37779,10079,34467,9655,20260103
202512,경부선,수원,1102273,191566,1167623,195101,20260103
202512,경부선,성균관대,408736,75433,397527,75492,20260103
202512,경부선,의왕,226160,50510,221937,50294,20260103
202512,경부선,군포,156659,41392,153408,40408,20260103
202512,경부선,금정,708660,156507,725330,158911,20260103
202512,경부선,명학,210016,49367,205989,48129,20260103
202512,경부선,안양,578027,148361,559923,153362,20260103
202512,경부선,관악,155772,62974,150879,61286,20260103
202512,경부선,석수,196677,54999,178891,51766,20260103
202512,경부선,금천구청,236392,88700,241587,90913,20260103
202512,경부선,가산디지털단지,439212,42635,517167,48815,20260103
202512,경부선,구로,414856,119212,428890,116215,20260103
202512,경부선,신길,211775,50266,185304,47578,20260103
202512,경부선,신도림,90242,26472,97573,32273,20260103
202512,경부선,영등포,1069097,350356,1086796,350154,20260103
202512,경부선,대방,244648,64871,284902,68958,20260103
202512,경부선,노량진,265733,56648,293468,57278,20260103
202512,경부선,용산,1415751,158728,1432779,156030,20260103
202512,경부선,남영,253929,40359,268503,41449,20260103
202512,경부선,서울역,345772,22074,124752,5726,20260103
202512,경부선,광명,107339,13629,88134,12645,20260103
202512,경부선,서동탄,36237,8070,30289,7351,20260103
202512,경부선,당정,151847,39050,145081,37270,20260103
202512,경부선,천안,158853,62147,149931,60778,20260103
202512,경부선,두정,211449,34242,224064,34838,20260103
202512,경부선,직산,25407,5947,25312,5540,20260103
202512,경부선,성환,127665,23584,122268,23317,20260103
202512,경부선,평택,344690,80129,339073,78187,20260103
202512,경부선,평택지제,123207,17075,114164,15924,20260103
202512,경부선,서정리,225191,40989,212873,39835,20260103
202512,경부선,송탄,117568,24552,112970,24276,20260103
202512,경부선,진위,39691,10051,35147,9905,20260103
202512,경부선,오산,284823,58679,280757,59123,20260103
202512,경부선,오산대,100326,20353,91350,19433,20260103
202512,경부선,세마,88278,18420,83543,17470,20260103
202512,경부선,병점,405285,81796,403438,81396,20260103
202512,경부선,세류,91233,20117,83739,19627,20260103
202512,경부선,독산,410762,75217,412858,77122,20260103
202512,경부선,화서,317462,57823,310054,56428,20260103
202512,경원선,외대앞,292910,56855,283190,56163,20260103
202512,경원선,연천,12980,16219,11534,15806,20260103
202512,경원선,전곡,25943,12974,23449,11756,20260103
202512,경원선,청산,2402,1972,1946,1710,20260103
202512,경원선,소요산,11421,39371,11920,39334,20260103
202512,경원선,동두천,39959,18547,38576,18569,20260103
202512,경원선,보산,33721,14363,30401,13806,20260103
202512,경원선,동두천중앙,53300,35608,51285,35534,20260103
202512,경원선,지행,152397,51099,152406,50914,20260103
202512,경원선,덕정,155133,41668,144418,41820,20260103
202512,경원선,덕계,154148,40619,142467,39125,20260103
202512,경원선,양주,159353,61805,153156,59669,20260103
202512,경원선,녹양,91937,43574,87807,41414,20260103
202512,경원선,가능,133713,63348,127150,62585,20260103
202512,경원선,의정부,476360,136569,484222,136146,20260103
202512,경원선,회룡,237239,173631,230589,171604,20260103
202512,경원선,망월사,183880,80109,181544,81796,20260103
202512,경원선,도봉산,125757,109714,67545,83884,20260103
202512,경원선,도봉,102391,77167,95487,76341,20260103
202512,경원선,방학,188076,121969,182883,119552,20260103
202512,경원선,창동,152,14,0,0,20260103
202512,경원선,녹천,92718,39802,76215,36317,20260103
202512,경원선,월계,147850,65091,132905,63095,20260103
202512,경원선,광운대,199643,61203,191314,59354,20260103
202512,경원선,석계,164734,65109,186994,69775,20260103
202512,경원선,신이문,182000,73083,167671,71867,20260103
202512,경원선,청량리(서울시립대입구),409641,164813,407691,170642,20260103
202512,경원선,왕십리(성동구청),462904,91014,459439,91313,20260103
202512,경원선,응봉,36724,17563,30445,15676,20260103
202512,경원선,옥수,1513,172,1076,96,20260103
202512,경원선,한남,81683,27966,84897,26269,20260103
202512,경원선,서빙고,54108,20723,52024,20531,20260103
202512,경원선,이촌(국립중앙박물관),87642,35231,70831,29330,20260103
202512,경의선,문산,127002,50405,121873,49790,20260103
202512,경의선,신촌,24610,4128,31039,5204,20260103
202512,경의선,효창공원앞,81058,18561,91761,20784,20260103
202512,경의선,백마,181031,44368,174498,43891,20260103
202512,경의선,풍산,149025,49670,140263,48573,20260103
202512,경의선,일산,238262,80889,231150,80772,20260103
202512,경의선,탄현,187775,49254,177827,48819,20260103
202512,경의선,야당,200222,45025,205875,44805,20260103
202512,경의선,운정,193220,50916,180996,49555,20260103
202512,경의선,금릉,119620,35996,115135,35522,20260103
202512,경의선,금촌,148901,54363,142134,54369,20260103
202512,경의선,월롱,51769,10138,43479,10354,20260103
202512,경의선,파주,31231,7163,23911,6267,20260103
202512,경의선,행신,188064,43368,189422,44202,20260103
202512,경의선,임진강,267,165,216,147,20260103
202512,경의선,운천,43,136,36,104,20260103
202512,경의선,서울역,77157,19494,101092,23204,20260103
202512,경의선,공덕,117601,18469,89915,17090,20260103
202512,경의선,홍대입구,67386,6374,83921,6983,20260103
202512,경의선,디지털미디어시티,68961,13603,63869,14771,20260103
202512,경의선,김포공항,3,0,0,0,20260103
202512,경의선,계양,0,1,0,0,20260103
202512,경의선,검암,2,2,0,0,20260103
202512,경의선,서강대,57131,12701,57506,11896,20260103
202512,경의선,가좌,134781,48004,130112,47755,20260103
202512,경의선,수색,74400,19492,76547,19812,20260103
202512,경의선,능곡,97960,37989,91667,37253,20260103
202512,경의선,한국항공대,66800,9579,60994,9037,20260103
202512,경의선,강매,76308,21429,62633,20033,20260103
202512,경의선,곡산,10947,6052,11746,6058,20260103
202512,경인선,도원,66866,32083,66876,33667,20260103
202512,경인선,간석,124107,52246,115801,50558,20260103
202512,경인선,부개,179736,78388,162824,77064,20260103
202512,경인선,소사,176390,70077,169160,70108,20260103
202512,경인선,구일,209188,50515,235657,49690,20260103
202512,경인선,인천,74504,36136,58756,33808,20260103
202512,경인선,동인천,285097,127958,262899,124902,20260103
202512,경인선,제물포,251729,76276,239581,75802,20260103
202512,경인선,주안,454269,109364,406573,96806,20260103
202512,경인선,동암,342528,121265,345239,122533,20260103
202512,경인선,백운,146043,64804,138270,64768,20260103
202512,경인선,부평,743918,178715,785089,179110,20260103
202512,경인선,송내,622512,156125,610896,153976,20260103
202512,경인선,부천,717728,266435,715708,269443,20260103
202512,경인선,역곡,613671,178219,604936,183699,20260103
202512,경인선,오류동,251702,100721,229473,97400,20260103
202512,경인선,도화,79201,43034,69745,41548,20260103
202512,경인선,개봉,505718,187333,485542,191770,20260103
202512,경인선,온수(성공회대입구),135519,55917,124763,54429,20260103
202512,경인선,중동,190124,87843,172755,86457,20260103
202512,경춘선,김유정,7161,3711,7262,3800,20260103
202512,경춘선,퇴계원,69354,35458,62005,33853,20260103
202512,경춘선,사릉,44409,19275,42528,19108,20260103
202512,경춘선,금곡,30510,18991,29176,18338,20260103
202512,경춘선,평내호평,142961,54397,138271,52517,20260103
202512,경춘선,천마산,28844,19441,25774,19523,20260103
202512,경춘선,마석,85529,41407,81478,40389,20260103
202512,경춘선,대성리,9601,6282,9008,5950,20260103
202512,경춘선,청평,32460,19716,31433,19256,20260103
202512,경춘선,상천,3259,3630,2968,3372,20260103
202512,경춘선,가평,40853,15767,40065,15415,20260103
202512,경춘선,굴봉산,1424,1387,2051,1392,20260103
202512,경춘선,백양리,6491,1363,5337,1405,20260103
202512,경춘선,강촌,7874,3640,7961,3623,20260103
202512,경춘선,남춘천,69511,27066,68929,27479,20260103
202512,경춘선,춘천,35415,14982,30589,12854,20260103
202512,경춘선,신내,62101,22961,58609,22356,20260103
202512,경춘선,갈매,60699,22853,52174,21466,20260103
202512,경춘선,별내,54863,22526,49786,20185,20260103
202512,공항철도 1호선,서울역,399077,40990,357799,37832,20260103
202512,공항철도 1호선,청라국제도시,217755,17447,205956,17278,20260103
202512,공항철도 1호선,검암,169807,18773,168137,18494,20260103
202512,공항철도 1호선,계양,247995,33794,245833,34037,20260103
202512,공항철도 1호선,김포공항,299351,28702,159862,16734,20260103
202512,공항철도 1호선,마곡나루(서울식물원),389704,26145,380643,26843,20260103
202512,공항철도 1호선,디지털미디어시티,382251,36053,357909,33688,20260103
202512,공항철도 1호선,홍대입구,511899,23589,485784,21902,20260103
202512,공항철도 1호선,공덕,87186,10429,118672,13071,20260103
202512,공항철도 1호선,영종,119283,27431,120382,27427,20260103
202512,공항철도 1호선,인천공항2터미널,235501,23549,198625,20427,20260103
202512,공항철도 1호선,인천공항1터미널,426875,38769,412643,35429,20260103
202512,공항철도 1호선,공항화물청사,47609,10289,56218,10049,20260103
202512,공항철도 1호선,운서,282382,34714,294732,34351,20260103
202512,과천선,평촌,460731,83176,444374,82321,20260103
202512,과천선,인덕원,646633,157269,658335,160851,20260103
202512,과천선,정부과천청사,331748,67145,346926,66334,20260103
202512,과천선,과천,122596,44884,110427,43104,20260103
202512,과천선,대공원,63270,26643,63470,27679,20260103
202512,과천선,경마공원,75237,80119,74962,79650,20260103
202512,과천선,선바위,197395,36555,164942,35210,20260103
202512,과천선,범계,756244,152256,758585,148324,20260103
202512,분당선,미금,349004,129247,355483,134269,20260103
