사용월,호선명,지하철역,유임승차인원,무임승차인원,유임하차인원,무임하차인원,작업일자
202312,3호선,도곡,119172,27094,125137,27530,20240103
202312,3호선,대치,259286,74045,257014,71719,20240103
202312,3호선,지축,168554,35658,164687,33968,20240103
202312,3호선,구파발,502327,129356,491819,124238,20240103
202312,3호선,연신내,763903,262648,725202,254466,20240103
202312,3호선,불광,343882,142735,365334,157449,20240103
202312,3호선,녹번,373015,81300,330825,79913,20240103
202312,3호선,홍제,389802,148093,367603,146927,20240103
202312,3호선,무악재,94699,32569,91152,34379,20240103
202312,3호선,독립문,152460,68384,156813,68125,20240103
202312,3호선,경복궁(정부서울청사),656807,94522,674328,92637,20240103
202312,3호선,안국,648087,101717,674970,107150,20240103
202312,4호선,동대문역사문화공원(DDP),519121,65960,457498,58992,20240103
202312,4호선,남태령,32263,8694,24919,7963,20240103
202312,4호선,사당,684086,111639,623156,120758,20240103
202312,4호선,총신대입구(이수),410715,154500,454252,162193,20240103
202312,4호선,동작(현충원),23176,11311,27385,11718,20240103
202312,4호선,이촌(국립중앙박물관),216951,48881,233721,51355,20240103
202312,4호선,신용산,513125,58577,547699,58745,20240103
202312,4호선,삼각지,168070,26371,200031,28509,20240103
202312,4호선,숙대입구(갈월),383247,57577,373096,54088,20240103
202312,4호선,서울역,314210,42208,596767,55589,20240103
202312,4호선,회현(남대문시장),630621,197724,669249,197751,20240103
202312,4호선,명동,1015744,89184,1136453,94635,20240103
202312,4호선,충무로,738133,125178,763096,127089,20240103
202312,4호선,동대문,423888,148462,445673,144625,20240103
202312,4호선,혜화,1069953,139521,1084767,137680,20240103
202312,4호선,한성대입구(삼선교),341123,76375,330603,74404,20240103
202312,4호선,성신여대입구(돈암),567388,92850,547297,91076,20240103
202312,4호선,길음,511934,125820,499488,126195,20240103
202312,4호선,미아사거리,617678,193262,600442,192295,20240103
202312,4호선,미아(서울사이버대학),337007,118883,317259,120293,20240103
202312,4호선,수유(강북구청),818329,202718,816779,204140,20240103
202312,4호선,쌍문,681718,181269,616312,178900,20240103
202312,4호선,창동,552753,222265,582567,228061,20240103
202312,4호선,노원,579676,132026,672482,139281,20240103
202312,4호선,상계,446502,128634,406992,125381,20240103
202312,4호선,당고개,207299,76477,173514,75361,20240103
202312,5호선,거여,225042,69515,217625,67195,20240103
202312,5호선,강일,123857,44178,109649,42231,20240103
202312,5호선,방이,167736,52678,171336,52676,20240103
202312,5호선,마천,159241,59760,141661,60738,20240103
202312,5호선,오금,82482,22990,81782,21857,20240103
202312,5호선,개롱,138543,52691,143161,54431,20240103
202312,5호선,방화,148772,56409,140607,55349,20240103
202312,5호선,개화산,129539,41907,122466,41092,20240103
202312,5호선,김포공항,253098,46563,203846,43844,20240103
202312,5호선,송정,140257,50822,132010,48887,20240103
202312,5호선,신정(은행정),324496,66393,262930,63625,20240103
202312,5호선,마곡,286953,49434,290625,48133,20240103
202312,5호선,발산,546405,112427,576816,109148,20240103
202312,5호선,우장산,331077,97689,320549,101086,20240103
202312,5호선,화곡,686226,153634,632669,147124,20240103
202312,5호선,까치산,664290,162697,628899,163963,20240103
202312,5호선,오목교(목동운동장앞),539911,94502,572142,93675,20240103
202312,5호선,양평,180911,31061,176401,30757,20240103
202312,5호선,영등포구청,105133,21052,103546,20589,20240103
202312,5호선,영등포시장,255186,83576,261749,85312,20240103
202312,5호선,신길,125170,12456,129136,12969,20240103
202312,5호선,여의도,765659,60226,792548,56866,20240103
202312,5호선,여의나루,309359,29780,386743,29514,20240103
202312,5호선,마포,361841,67024,372536,66658,20240103
202312,5호선,공덕,356531,52172,378406,49599,20240103
202312,5호선,애오개,152720,38732,152463,37408,20240103
202312,5호선,충정로(경기대입구),111202,15720,112198,16234,20240103
202312,5호선,서대문,480960,72509,485639,68532,20240103
202312,5호선,광화문(세종문화회관),961480,102339,1001882,100391,20240103
202312,5호선,종로3가,359884,101957,350310,103317,20240103
202312,5호선,을지로4가,137263,43508,144023,42532,20240103
202312,5호선,동대문역사문화공원(DDP),78012,8601,91659,9736,20240103
202312,5호선,청구,87219,24964,85074,20568,20240103
202312,5호선,신금호,148386,39784,154248,44480,20240103
202312,5호선,행당,184907,53158,162672,48198,20240103
202312,5호선,왕십리(성동구청),110447,26921,135762,26978,20240103
202312,5호선,마장,132289,43584,124898,43226,20240103
202312,5호선,답십리,378775,88823,342208,85195,20240103
202312,5호선,장한평,446797,99878,441848,101919,20240103
202312,5호선,군자(능동),304011,45024,338976,49181,20240103
202312,5호선,아차산(어린이대공원후문),330224,103116,318060,101342,20240103
202312,5호선,광나루(장신대),331615,75818,306362,73014,20240103
202312,5호선,천호(풍납토성),446316,151433,430283,151313,20240103
202312,5호선,강동,420321,111875,407241,108936,20240103
202312,5호선,길동,164605,78878,171437,80327,20240103
202312,5호선,굽은다리(강동구민회관앞),213956,84772,208251,80312,20240103
202312,5호선,명일,193365,75731,194787,77593,20240103
202312,5호선,고덕,227594,77827,220598,76354,20240103
202312,5호선,상일동,328926,95299,310313,93972,20240103
202312,5호선,둔촌동,192165,71047,191205,71679,20240103
202312,5호선,올림픽공원(한국체대),123538,38090,109387,34863,20240103
202312,5호선,미사,433397,87579,437035,87214,20240103
202312,5호선,하남풍산,100760,33774,100692,33408,20240103
202312,5호선,하남시청(덕풍?신장),165134,76834,153402,76738,20240103
202312,5호선,하남검단산,153277,53289,144029,52846,20240103
202312,5호선,목동,391771,87860,416998,89505,20240103
202312,6호선,한강진,287348,18299,337444,18360,20240103
202312,6호선,신내,10,0,0,0,20240103
202312,6호선,봉화산(서울의료원),205042,50887,190926,50548,20240103
202312,6호선,화랑대(서울여대입구),298319,50392,225347,45261,20240103
202312,6호선,태릉입구,136631,34990,153504,36163,20240103
202312,6호선,석계,281337,81771,292219,81862,20240103
202312,6호선,돌곶이,232880,68623,208469,67940,20240103
202312,6호선,상월곡(한국과학기술연구원),151030,41737,134199,40204,20240103
202312,6호선,월곡(동덕여대),278243,69658,268124,69035,20240103
202312,6호선,고려대(종암),223044,36113,214337,35373,20240103
202312,6호선,안암(고대병원앞),344310,38710,340147,37694,20240103
202312,6호선,보문,198486,31872,182352,30434,20240103
202312,6호선,창신,82898,19978,67740,18853,20240103
202312,6호선,동묘앞,182932,70230,188804,64636,20240103
202312,6호선,신당,228106,39410,227766,38141,20240103
202312,6호선,청구,90544,20093,86457,22290,20240103
202312,6호선,약수,88730,22157,88889,22244,20240103
202312,6호선,버티고개,49898,14481,48083,16236,20240103
202312,6호선,이태원,350254,32436,385058,32872,20240103
202312,6호선,녹사평(용산구청),139857,18830,144479,18137,20240103
202312,6호선,삼각지,207954,22110,181983,18660,20240103
202312,6호선,효창공원앞,177835,38947,161959,35832,20240103
202312,6호선,공덕,459515,81670,445008,76543,20240103
202312,6호선,대흥(서강대앞),220628,47316,229104,47390,20240103
202312,6호선,광흥창(서강),215791,52465,207429,52034,20240103
202312,6호선,상수,298173,22805,344173,23070,20240103
202312,6호선,합정,387428,43410,381691,40218,20240103
202312,6호선,망원,375727,81236,402644,85600,20240103
202312,6호선,마포구청,336982,82902,302200,75930,20240103
202312,6호선,월드컵경기장(성산),83042,47049,88175,45438,20240103
202312,6호선,디지털미디어시티,344325,62140,381161,62711,20240103
202312,6호선,증산(명지대앞),217860,74712,214433,75355,20240103
202312,6호선,새절(신사),284086,90413,256891,89788,20240103
202312,6호선,구산,177711,56441,119030,59187,20240103
202312,6호선,연신내,22,2,0,0,20240103
202312,6호선,독바위,59768,20875,59236,25280,20240103
202312,6호선,불광,96131,43327,96072,34950,20240103
202312,6호선,역촌,78591,33930,99460,33892,20240103
202312,6호선,응암,396185,123579,388725,123384,20240103
202312,7호선,장암,60244,11419,24277,8418,20240103
202312,7호선,춘의,1,0,0,0,20240103
202312,7호선,온수(성공회대입구),234995,42712,217392,40073,20240103
202312,7호선,천왕,266983,60995,249560,60899,20240103
202312,7호선,광명사거리,445970,156856,433431,161515,20240103
202312,7호선,철산,520648,109815,528029,109398,20240103
202312,7호선,가산디지털단지,1029671,97373,1029040,91724,20240103
202312,7호선,남구로,352049,64013,373897,64497,20240103
202312,7호선,대림(구로구청),238703,45962,243015,45601,20240103
202312,7호선,보라매,163800,34011,168038,34990,20240103
202312,7호선,신대방삼거리,339556,93197,317420,96192,20240103
202312,7호선,장승배기,199872,69915,190811,70708,20240103
202312,7호선,상도,282198,64882,273427,62054,20240103
202312,7호선,숭실대입구(살피재),331950,66985,323054,68465,20240103
202312,7호선,남성,255383,78129,235624,77417,20240103
202312,7호선,이수,397254,86356,383648,81272,20240103
202312,7호선,내방,328895,77924,336531,75778,20240103
202312,7호선,고속터미널,465196,80391,365466,72389,20240103
202312,7호선,반포,145669,37876,141762,36011,20240103
202312,7호선,논현,446435,46175,467782,44748,20240103
202312,7호선,학동,566901,65758,602163,63140,20240103
202312,7호선,강남구청,396528,53989,444538,55019,20240103
202312,7호선,청담,438192,79335,496223,77114,20240103
202312,7호선,뚝섬유원지,197910,44558,191037,44051,20240103
202312,7호선,건대입구,350735,66328,376641,61328,20240103
202312,7호선,중화,243586,67378,234792,67005,20240103
202312,7호선,어린이대공원(세종대),402408,42667,403652,42641,20240103
202312,7호선,군자(능동),363394,86901,276523,73484,20240103
202312,7호선,중곡,256221,66945,235472,67800,20240103
202312,7호선,용마산(용마폭포공원),135202,35589,127074,38284,20240103
202312,7호선,사가정,370004,107090,364990,107585,20240103
202312,7호선,면목,348171,97548,331090,101132,20240103
202312,7호선,상봉(시외버스터미널),433650,80481,414192,77238,20240103
202312,7호선,도봉산,211600,47102,238559,67357,20240103
202312,7호선,먹골,232839,69962,225858,71900,20240103
202312,7호선,수락산,270653,102701,260070,103934,20240103
202312,7호선,마들,286947,93320,261341,91084,20240103
202312,7호선,노원,513465,151346,545280,147469,20240103
202312,7호선,중계,329568,96207,296083,92190,20240103
202312,7호선,하계,420326,116820,386814,112778,20240103
202312,7호선,공릉(서울과학기술대),282103,76175,275008,75998,20240103
202312,7호선,태릉입구,217458,46415,204547,42275,20240103
202312,7호선,신풍,249843,75384,231118,73382,20240103
202312,7호선,굴포천,1,0,0,0,20240103
202312,7호선,신중동,1,0,0,0,20240103
202312,8호선,남위례,168720,34188,169953,33199,20240103
202312,8호선,모란,91303,55324,75876,42282,20240103
202312,8호선,수진,116478,46833,104741,46172,20240103
202312,8호선,신흥,113579,42459,117883,45275,20240103
202312,8호선,단대오거리,273297,75761,261171,74191,20240103
202312,8호선,남한산성입구(성남법원.검찰청),315154,77119,279320,72771,20240103
202312,8호선,산성,140509,34851,138873,37067,20240103
202312,8호선,복정,227482,40330,188724,36142,20240103
202312,8호선,장지,421755,89743,385272,84522,20240103
202312,8호선,문정,511243,64459,530172,64191,20240103
202312,8호선,가락시장,179186,73212,205634,74193,20240103
202312,8호선,송파,214118,68946,208536,67903,20240103
202312,8호선,석촌,187847,54998,227660,58376,20240103
202312,8호선,잠실(송파구청),476460,87854,563226,85533,20240103
202312,8호선,몽촌토성(평화의문),163038,36782,168763,36601,20240103
202312,8호선,강동구청,236959,70744,243791,71608,20240103
202312,8호선,천호(풍납토성),362784,92555,432847,92072,20240103
202312,8호선,암사,428832,109803,371210,107710,20240103
202312,9호선,동작(현충원),38541,10843,32685,9463,20240103
202312,9호선,흑석(중앙대입구),215458,59608,219181,59872,20240103
202312,9호선,노들,104870,33757,84210,30937,20240103
202312,9호선,노량진,707206,105938,686094,103672,20240103
202312,9호선,샛강,151875,30167,151210,29721,20240103
202312,9호선,여의도,784789,56776,743058,52292,20240103
202312,9호선,국회의사당,391802,62710,406082,57154,20240103
202312,9호선,당산,490273,73755,489449,69075,20240103
202312,9호선,선유도,214246,31259,201011,30599,20240103
202312,9호선,신목동,98852,25024,85024,23313,20240103
202312,9호선,염창,436450,80933,414518,78901,20240103
202312,9호선,등촌,258940,86651,244587,86909,20240103
202312,9호선,증미,179226,37973,169501,37756,20240103
202312,9호선,가양,501547,141125,484847,137838,20240103
202312,9호선,양천향교,235931,48724,238765,48115,20240103
202312,9호선,마곡나루(서울식물원),350635,37345,344179,36259,20240103
202312,9호선,신방화,155382,50908,151686,51146,20240103
202312,9호선,공항시장,64898,24870,68303,26617,20240103
202312,9호선,김포공항,217198,20946,310861,26722,20240103
202312,9호선,개화,64820,12731,42700,9920,20240103
202312,9호선,구반포,21278,9251,21521,9250,20240103
202312,9호선,신반포,90419,28541,87568,28506,20240103
202312,9호선,고속터미널,396988,72488,575095,86402,20240103
202312,9호선,사평,94443,25082,88387,25032,20240103
202312,9호선,신논현,882756,57432,878594,56351,20240103
202312,9호선2~3단계,선정릉,240634,28916,261389,29855,20240103
202312,9호선2~3단계,둔촌오륜,25710,7400,23365,7835,20240103
202312,9호선2~3단계,올림픽공원(한국체대),240685,32108,259690,32021,20240103
202312,9호선2~3단계,한성백제,70115,18511,62152,16862,20240103
202312,9호선2~3단계,송파나루,143778,31167,154048,32738,20240103
202312,9호선2~3단계,석촌,235554,42418,209363,37417,20240103
202312,9호선2~3단계,석촌고분,165957,42013,161333,42302,20240103
202312,9호선2~3단계,삼전,183215,41534,171461,40862,20240103
202312,9호선2~3단계,종합운동장,129609,22515,125694,20891,20240103
202312,9호선2~3단계,봉은사,591835,58583,632668,56892,20240103
202312,9호선2~3단계,삼성중앙,182761,28620,191075,28078,20240103
202312,9호선2~3단계,언주,290461,33826,295077,33689,20240103
202312,9호선2~3단계,중앙보훈병원,249357,79115,210542,76869,20240103
202312,경강선,초월,87036,16749,79351,16123,20240103
202312,경강선,경기광주,199817,35023,183832,34759,20240103
202312,경강선,삼동,58091,14421,51836,14497,20240103
202312,경강선,이매,28088,7507,22990,6871,20240103
202312,경강선,판교,149143,21956,151654,19387,20240103
202312,경강선,세종대왕릉,6788,3789,6651,3789,20240103
202312,경강선,곤지암,58716,14226,54561,13954,20240103
202312,경강선,신둔도예촌,37255,8756,33865,8280,20240103
202312,경강선,이천,75836,15241,79337,16037,20240103
202312,경강선,부발,62461,10034,58430,9760,20240103
202312,경강선,여주,66291,18824,65185,18732,20240103
202312,경부선,화서,209741,48635,201012,47545,20240103
202312,경부선,의왕,213516,46257,208481,45671,20240103
202312,경부선,군포,159155,38974,155699,37790,20240103
202312,경부선,금정,685756,131613,694360,133083,20240103
202312,경부선,명학,203121,43465,199026,42642,20240103
202312,경부선,안양,568873,125769,563059,130109,20240103
202312,경부선,관악,164546,56081,155514,55242,20240103
202312,경부선,석수,216914,49319,194291,46639,20240103
202312,경부선,금천구청,246519,81132,246860,82540,20240103
202312,경부선,가산디지털단지,405438,38764,470996,42454,20240103
202312,경부선,구로,420246,106699,439755,102899,20240103
202312,경부선,신길,205712,47116,170993,43106,20240103
202312,경부선,신도림,86005,24314,87699,28386,20240103
202312,경부선,영등포,1071783,306295,1107731,307586,20240103
202312,경부선,대방,239836,61146,269035,63897,20240103
202312,경부선,노량진,248151,62436,269833,64222,20240103
202312,경부선,용산,1193865,141647,1218297,140342,20240103
202312,경부선,남영,246499,38832,259743,40047,20240103
202312,경부선,서울역,296374,17565,92707,3915,20240103
202312,경부선,당정,148832,33198,140040,31523,20240103
202312,경부선,서동탄,34415,7588,31205,7209,20240103
202312,경부선,광명,108039,11232,89780,10561,20240103
202312,경부선,천안,167314,56028,157606,55301,20240103
202312,경부선,두정,205231,28820,215216,29608,20240103
202312,경부선,직산,22598,5024,22211,4724,20240103
202312,경부선,성환,118369,20156,114774,19792,20240103
202312,경부선,평택,361647,69469,358506,68249,20240103
202312,경부선,평택지제,127243,14181,120538,13904,20240103
202312,경부선,서정리,231604,36358,209742,35161,20240103
202312,경부선,송탄,122186,21642,119800,21244,20240103
202312,경부선,진위,39602,9317,35005,8723,20240103
202312,경부선,오산,271390,52476,270164,53140,20240103
202312,경부선,오산대,94103,16781,86020,15853,20240103
202312,경부선,세마,78652,16784,73310,15648,20240103
202312,경부선,병점,390642,71934,390098,71663,20240103
202312,경부선,세류,83970,17014,76961,16687,20240103
202312,경부선,독산,414243,70613,422887,72674,20240103
202312,경부선,수원,1056906,161213,1120063,163739,20240103
202312,경부선,성균관대,389458,60829,379969,61211,20240103
202312,경원선,신이문,180541,68289,162901,66603,20240103
202312,경원선,연천,10626,20838,10601,21191,20240103
202312,경원선,전곡,13554,7546,12242,6983,20240103
202312,경원선,소요산,22856,40555,19642,37554,20240103
202312,경원선,동두천,40358,22086,40890,23966,20240103
202312,경원선,보산,35349,13658,32265,12875,20240103
202312,경원선,동두천중앙,55040,35240,53645,35154,20240103
202312,경원선,지행,154611,46214,154331,45687,20240103
202312,경원선,덕정,142759,35595,133766,35616,20240103
202312,경원선,덕계,115722,31174,101555,29441,20240103
202312,경원선,양주,164870,55045,157056,53477,20240103
202312,경원선,녹양,93245,38229,87300,36109,20240103
202312,경원선,가능,132362,56932,125416,56447,20240103
202312,경원선,의정부,460450,122790,475647,123557,20240103
202312,경원선,회룡,229317,154444,223880,152266,20240103
202312,경원선,망월사,168505,71873,168636,73178,20240103
202312,경원선,도봉산,126412,102926,67191,79814,20240103
202312,경원선,도봉,99769,70084,93515,69636,20240103
202312,경원선,방학,182362,112587,177261,110428,20240103
202312,경원선,창동,7,3,0,0,20240103
202312,경원선,녹천,91918,36688,74914,33218,20240103
202312,경원선,월계,145258,62978,131080,60932,20240103
202312,경원선,광운대,189069,56184,180873,55239,20240103
202312,경원선,석계,166202,61399,188563,66325,20240103
202312,경원선,외대앞,241846,46034,231601,46536,20240103
202312,경원선,청량리(서울시립대입구),401316,151904,415408,157618,20240103
202312,경원선,왕십리(성동구청),432395,77564,436913,80112,20240103
202312,경원선,응봉,38613,16884,32542,15387,20240103
202312,경원선,옥수,1710,184,1220,85,20240103
202312,경원선,한남,86323,30145,85539,28021,20240103
202312,경원선,서빙고,46918,18061,44498,17680,20240103
202312,경원선,이촌(국립중앙박물관),85323,30840,65972,25925,20240103
202312,경원선,초성리,1405,842,1199,868,20240103
202312,경의선,문산,120830,42404,116211,42217,20240103
202312,경의선,화전,57762,8742,52587,8425,20240103
202312,경의선,강매,74315,18258,62478,17196,20240103
202312,경의선,가좌,129272,44807,121935,44875,20240103
202312,경의선,풍산,143033,39679,133475,38993,20240103
202312,경의선,일산,245281,68464,235176,68665,20240103
202312,경의선,수색,74090,17445,77135,17742,20240103
202312,경의선,탄현,193009,40898,180070,40339,20240103
202312,경의선,야당,221579,42158,226977,40872,20240103
202312,경의선,운정,174102,41777,159404,40233,20240103
202312,경의선,금릉,129774,30887,123276,30208,20240103
202312,경의선,금촌,156286,46458,150515,47278,20240103
202312,경의선,월롱,52653,8239,45033,8580,20240103
202312,경의선,파주,31819,6823,23023,5852,20240103
202312,경의선,곡산,12801,4998,13229,5150,20240103
202312,경의선,임진강,311,219,226,196,20240103
202312,경의선,운천,111,100,28,97,20240103
202312,경의선,서울역,101791,16319,126144,19611,20240103
202312,경의선,공덕,109672,16897,84080,15668,20240103
202312,경의선,홍대입구,61859,5512,81718,6322,20240103
202312,경의선,디지털미디어시티,69415,12759,61263,13069,20240103
202312,경의선,김포공항,1,0,0,0,20240103
202312,경의선,계양,10,1,0,0,20240103
202312,경의선,행신,203310,36876,201390,37691,20240103
202312,경의선,능곡,107785,34317,98924,33507,20240103
202312,경의선,백마,176548,37238,167115,36551,20240103
202312,경의선,신촌,21457,3621,28380,4613,20240103
202312,경의선,효창공원앞,75422,15572,83375,17581,20240103
202312,경의선,서강대,55495,11364,55728,10849,20240103
202312,경인선,도화,81962,38675,72833,37566,20240103
202312,경인선,중동,192314,75332,175877,74354,20240103
202312,경인선,온수(성공회대입구),135015,50707,124385,49378,20240103
202312,경인선,도원,60167,27987,60348,29513,20240103
202312,경인선,간석,125014,46739,117562,45298,20240103
202312,경인선,부개,186343,69056,170117,67529,20240103
202312,경인선,소사,166697,61454,159333,60012,20240103
202312,경인선,구일,161952,45683,161876,44643,20240103
202312,경인선,인천,77796,30573,57932,26963,20240103
202312,경인선,동인천,304723,121072,286110,118385,20240103
202312,경인선,제물포,239118,65575,225794,64773,20240103
202312,경인선,주안,472892,98236,422227,87625,20240103
202312,경인선,동암,359055,109144,357785,110343,20240103
202312,경인선,백운,157192,61209,149960,61224,20240103
202312,경인선,부평,737388,155075,793106,158073,20240103
202312,경인선,송내,633862,130802,620304,128832,20240103
202312,경인선,역곡,625166,156355,612791,161298,20240103
202312,경인선,부천,736165,226115,737590,228644,20240103
202312,경인선,개봉,476382,166160,458358,171679,20240103
202312,경인선,오류동,250868,91880,228982,89802,20240103
202312,경춘선,강촌,8878,3467,8331,3412,20240103
202312,경춘선,사릉,46739,14610,44699,14649,20240103
202312,경춘선,금곡,26672,15689,25452,15131,20240103
202312,경춘선,평내호평,130280,46667,127683,44703,20240103
202312,경춘선,천마산,27611,17445,24119,17444,20240103
202312,경춘선,마석,78114,33924,74811,33709,20240103
202312,경춘선,대성리,10761,5416,9729,5062,20240103
202312,경춘선,청평,35552,17180,33970,16858,20240103
202312,경춘선,상천,3775,3383,3353,3175,20240103
202312,경춘선,가평,41328,13618,41541,13363,20240103
202312,경춘선,굴봉산,1834,1495,2840,1423,20240103
202312,경춘선,백양리,9095,1070,7486,1152,20240103
202312,경춘선,신내,45623,17952,42268,17278,20240103
202312,경춘선,김유정,7262,3350,7181,3396,20240103
202312,경춘선,남춘천,63409,24403,63700,24935,20240103
202312,경춘선,춘천,32163,14213,28989,12011,20240103
202312,경춘선,갈매,64951,21313,53598,19660,20240103
202312,경춘선,별내,69004,21937,65533,20479,20240103
202312,경춘선,퇴계원,74676,28546,67226,26923,20240103
202312,공항철도 1호선,서울역,374308,35886,344424,32284,20240103
202312,공항철도 1호선,청라국제도시,198829,15263,187317,15052,20240103
202312,공항철도 1호선,검암,171457,17312,174894,17427,20240103
202312,공항철도 1호선,계양,346832,37504,324408,35211,20240103
202312,공항철도 1호선,김포공항,293153,24416,159623,14899,20240103
202312,공항철도 1호선,마곡나루(서울식물원),263384,16264,256452,16605,20240103
202312,공항철도 1호선,디지털미디어시티,352347,30334,330246,28516,20240103
202312,공항철도 1호선,홍대입구,444277,20385,442108,18876,20240103
202312,공항철도 1호선,공덕,73750,8755,105924,11115,20240103
202312,공항철도 1호선,영종,100189,21329,100950,21094,20240103
202312,공항철도 1호선,인천공항2터미널,195905,16770,163532,14713,20240103
202312,공항철도 1호선,인천공항1터미널,378410,33401,368324,30208,20240103
202312,공항철도 1호선,공항화물청사,49150,9807,63265,9341,20240103
202312,공항철도 1호선,운서,245569,29758,257928,29837,20240103
202312,과천선,평촌,426586,72227,411364,71581,20240103
202312,과천선,인덕원,600449,127296,610780,131030,20240103
202312,과천선,정부과천청사,262235,57741,271512,56993,20240103
202312,과천선,과천,147015,48446,133964,45905,20240103
202312,과천선,대공원,58771,27894,60719,29357,20240103
202312,과천선,경마공원,118467,90998,120512,90947,20240103
202312,과천선,선바위,193659,35811,164829,34460,20240103
202312,과천선,범계,685165,123804,685751,121598,20240103
202312,분당선,대모산입구,136669,38950,125170,38393,20240103
