운영노선명,역명,승강기명,승강기 구분
9호선,개화,"(1F) 하선승강장 6-4 근처
(2F) 안전관리실 옆 1호기",EV
9호선,개화,"(1F) 2번출구 옆
(2F) 편의점 앞 2호기",EV
9호선,김포공항,"(B1) 안전관리실 옆
(B3) 상부본선 승강장 4-2 지점 2호기",EV
9호선,김포공항,"(B1) 안전관리실 앞
(B4) 하선 승강장 1-1 지점 3호기",EV
9호선,김포공항,"(B1) 안전관리실 앞
(B4) 하선 승강장 1-1 지점 4호기",EV
9호선,공항시장,"(B1)대합실 표내는 곳 방향 좌측(개화,김포공항역 방면)
(B4)하선승강장 6-2 출입구 앞 1호기",EV
9호선,공항시장,"(B1)대합실 표내는 곳 방향 우측(중앙보훈병원 방면)
(B4)상선승강장 1-3 출입구 앞 2호기",EV
9호선,공항시장,"(1F)1번, 2번 출입구 사이
(B1)2번 출구 방면 앞 3호기",EV
9호선,신방화,"(B1) 개화역 방향 개찰구 앞
(B2) 개화역 방향 승강장 3-1 출입문 앞 1호기",EV
9호선,신방화,"(B1) 중앙보훈병원역 방향 개찰구 앞
(B2) 중앙보훈병원역 방향 승강장 4-4 출입문 앞 2호기",EV
9호선,신방화,"(1F) 7번/8번 출입구 사이
(B1) 7/8번 출입구 방향 대합실 3호기",EV
9호선,신방화,"(1F) 3번 출입구 옆
(B1) 3번 출입구 방향 대합실 4호기",EV
9호선,마곡나루,"(B1) 대합실, 표내는 곳 방향
(B2) 신방화역 방향 승강장 3-3 출입문 앞 1호기",EV
9호선,마곡나루,"(B1) 대합실, 표내는 곳 방향
(B2) 양천향교역 방향 승강장 4-2 출입문 앞 2호기",EV
9호선,마곡나루,"(1F) 1번/2번 출입구 사이
(B1) 대합실, 1번/2번 출입구 방향 3호기",EV
9호선,마곡나루,"(1F) 마곡 중앙광장 E/S 출입구 뒷 편
(B2) 대합실, 표내는 곳 방향 4호기",EV
9호선,양천향교,"(B1) 표내는곳 내 마곡나루역 방향
(B2) 마곡나루역 방향 승강장 3-2 출입문 근처 1호기",EV
9호선,양천향교,"(B1) 표내는곳 내 가양역 방향
(B2) 가양역 방향 승강장 4-4 출입문 근처 2호기",EV
9호선,양천향교,"(1F) 3, 4번 출입구 사이
(B2)대합실. 3,4번 출입구 방향 3호기",EV
9호선,양천향교,"(1F) 5, 6번 출입구 사이
(B2)대합실. 5,6번 출입구 방향 4호기",EV
9호선,가양,(B2) 양천향교역 방향 승강장 시점 비승차구역 1호기,EV
9호선,가양,(B2) 증미역 방향 승강장 종점 비승차구역 2호기,EV
9호선,가양,"(1F) 4, 5번 출입구 사이 3호기",EV
9호선,가양,"(1F) 8, 9번 출입구 사이 4호기",EV
9호선,증미,"(B1) 표내는곳 내 계단 옆, 가양역 방향
(B2) 증미역 방향 승강장 3-4 출입문 근처 1호기",EV
9호선,증미,"(B1) 표내는곳 내 계단 옆, 등촌역 방향
(B2) 염창역 방향 승강장 3-4 출입문 근처 2호기",EV
9호선,증미,"(1F) 1번 출입구 옆
(B1) 대합실 옆 3호기",EV
9호선,등촌,"(B1) 표내는곳 내 계단 옆, 증미역 방향
(B2) 증미역 방향 승강장 1-1 출입문 근처 1호기",EV
9호선,등촌,"(B1) 표내는곳 내 계단 옆, 염창역 방향
(B2) 염창역 방향 승강장 6-4 출입문 근처 2호기",EV
9호선,등촌,"(1F) 5번 출입구 옆
(B1) 화장실 근처 3호기",EV
9호선,염창,(B2) 등촌역 방향 승강장 3-4/4-1사이 1호기,EV
9호선,염창,(B2) 신목동역 방향 승강장 3-4/4-1사이 2호기,EV
9호선,염창,"(B1)1번/2번 출입구 사이 
 (1F)1번/2번 출입구 사이 3호기",EV
9호선,염창,"(B1)3번/4번 출입구 사이
(1F)3번/4번 출입구 사이 4호기",EV
9호선,신목동,"(B2) 편의점 맞은편 표 내는 곳 내부
(B3) 개화방면 승강장 4-1 출입구 방향  1호기",EV
9호선,신목동,"(B2) 편의점 맞은편 표 내는 곳 내부
(B3) 중앙보훈병원역방면 승강장 4-1 출입구 방향 2호기",EV
9호선,신목동,"(1F) 1,2번 출입구 사이
(B2) 1번 출입구 쪽 원형 대합실 방면 3호기",EV
9호선,신목동,"(1F) 2번 출입구 에스컬레이터 옆 
(B2) 2번 출입구 에스컬레이터 옆 4호기",EV
9호선,선유도,"(B2) 표 내는 곳 내부편의점 맞은편 방향
(B3) 중앙보훈병원방면 승강장 4-1 출입문 방향 1호기",EV
9호선,선유도,"(B2) 표 내는 곳 내부안전관리실 우측
(B3) 개화방면 승강장 3-4 출입문 방향 2호기",EV
9호선,선유도,"(1F) 1,2번 출입구 사이
(B1) 2번 출입구 옆
(B2) E/S 7호기 옆 중앙통로 왼쪽 방향 3호기",EV
9호선,선유도,"(1F) 7,8번 출입구 사이
(B1) 7번 출입구 옆
(B2) E/S 7호기 옆 중앙통로 오른쪽 방향 4호기",EV
9호선,당산,"(B1) 편의점방향 표 내는 곳 내부
(B2) 대합실 환승통로 중앙(에스컬레이터 14호기 좌측)
(B3) 종합운동장방향 승강장 6-4 방향 비승차구역 1호기",EV
9호선,당산,"(F2) 2호선 외선 승강장
(B2) 2호선 환승 외선 에스컬레이터 옆 2호기",EV
9호선,당산,"(F2) 2호선 내선 승강장
(B2) 2호선 환승 내선 에스컬레이터 옆 3호기",EV
9호선,당산,"(1F) 10번 출입구 옆
(B1) 10번 출입구 통로 4호기",EV
9호선,당산,"(1F) 1번,13번 출입구 사이
(B1) 13번 출입구 통로 5호기",EV
9호선,국회의사당,"(B2) 편의점방향 표 내는 곳 내부 화장실 방향  
(B3) 당산역 방향 승강장 5-3 출입문 앞 1호기",EV
9호선,국회의사당,"(1F) 2번, 3번 출입구 사이 
(B2) 2번, 3번 출입구 방향 2호기",EV
9호선,국회의사당,"(1F) 4번, 5번 출입구 사이 
(B2) 4번, 5번 출입구 방향 3호기",EV
9호선,국회의사당,"(1F) 6번 출입구 옆 
(B2) 6번 출입구 방향 4호기",EV
9호선,여의도,"(B1) 편의점 방면 게이트 통과 후 개화방면
(B2) 국회의사당역 방향 승강장 1-1 출입문 옆  1호기",EV
9호선,여의도,"(B1) 편의점 방면 게이트 통과 후 중앙보훈병원방면
(B2) 샛강역 방향 승강장 6-4 출입문 옆 2호기",EV
9호선,샛강,"(B2) 표내는 곳(9호선, 신림선) 방향, 1번~4번 출입구 방향
(B3) 여의도역 방향 승강장 1-1 출입문 옆 1호기",EV
9호선,샛강,"(B2) 표내는 곳(9호선, 신림선) 방향, 1번~4번 출입구 방향
(B3) 노량진역 방향 승강장 6-4 출입문 옆 2호기",EV
9호선,샛강,"(1F) 1번~2번 출입구 사이
(B2) 표내는 곳(9호선, 신림선) 방향, 1번~2번 출입구 방향  3호기",EV
9호선,샛강,"(1F) 3번 출입구 뒤
(B2) 표내는 곳(9호선, 신림선) 방향,  3번 출입구 옆 4호기",EV
9호선,샛강,지하2층 대합실 및 지하1층 대합실 간 1호기,EV
9호선,노량진,"(B1) 표내는 곳 옆, 1호선 환승방향 
(B2) 샛강역 방향 승강장 4-1 출입문 앞 1호기",EV
9호선,노량진,"(B1) 표내는 곳 옆, 1호선 환승방향
(B2) 노들역 방향 승강장 3-4 출입문 앞 2호기",EV
9호선,노량진,"(1F) 8번 출입구 옆
(B1) 9호선 표내는 곳 방향, 8번 출입구 방향 3호기",EV
9호선,노량진,"(1F) 5번~6번 출입구 사이
(B1) 9호선 표내는 곳 방향, 5번~6번 출입구 방향, 화장실 방향 4호기",EV
9호선,노량진,"(1F) 1호선 동인천 특급,급행 승강장(1번홈) 4-4 출입문 앞
(B1) 9호선-1호선 환승통로 환승1호기",EV
9호선,노량진,"(1F) 1호선 용산 특급,급행 승강장(2번홈) 6-4 출입문 앞
(B1) 9호선, 1호선 환승통로 환승2호기",EV
9호선,노량진,"(1F) 1호선 대방역 방향 승강장(4번홈) 4-4 출입문 앞
(B1) 9호선, 1호선 환승통로 환승3호기",EV
9호선,노량진,"(1F) 1호선 용산역 방향 승강장(5번홈) 7-1 출입문 앞
(B1) 9호선, 1호선 환승통로 환승4호기",EV
9호선,노들,"(B2) 노량진역 방향 승강장 3-2 출입문 앞
(B1) 표내는 곳 내측 대합실 노량진역 승강장 방향 1호기",EV
9호선,노들,"(B2) 흑석역 방향 승강장 4-4 출입문 앞
(B1) 표내는 곳 내측 대합실 흑석역 승강장 방향 2호기",EV
9호선,노들,"(1F) 1, 5번 출입구 사이 중간 지점
(B1) 1번출구 방향 국민은행 ATM기 옆 3호기",EV
9호선,노들,"(중층) 3, 4번 출입구 연결 통로
(B1) 3, 4번 출구 방향, 에스컬레이터 9, 10호기 옆 4호기",EV
9호선,노들,"(1F) 3번 출입구 뒤
(중층) 3번출입구 방향 5호기",EV
9호선,노들,"(1F) 5번 출입구 뒤
(B1) 5번 출입구 방향 6호기",EV
9호선,흑석,"(B2) 노들역 방향 승강장 3-3 출입구 앞
(B1) 표 내는 곳 방향 1호기",EV
9호선,흑석,"(B2) 동작역 방향 승강장 4-2 출입구 앞
(B1) 표 내는 곳 방향 2호기",EV
9호선,흑석,"(1F) 1,2번 출입구 사이
(B1) 표내는 곳 방향, 2번 출입구 방향 3호기",EV
9호선,흑석,"(1F) 3,4번 출입구 사이
(B1) 표내는곳 방향, 3,4번 출입구 방향 4호기",EV
9호선,동작,"(B2) 표내는 곳 앞, 5~9번 출입구 방향
(B3) 흑석역방향 승강장 2-1 출입문 앞 1호기",EV
9호선,동작,"(B2) 표내는 곳 앞, 5~9번 출입구 방향
(B3) 구반포역방향 승강장 5-3 출입문 앞 2호기",EV
9호선,동작,"(B2) 4,9호선 환승통로, 1번~9번 출입구 방향
(B3) 흑석역방향 승강장 6-2 출입문 앞 3호기",EV
9호선,동작,"(B2) 4,9호선 환승통로, 1번~9번 출입구 방향
(B3) 구반포역방향 승강장 1-2 출입문 앞 4호기",EV
9호선,동작,"(1F) 5번출입구 옆
(B1) 5번~8번 출입구 방향
(B2) 9호선 표내는 곳 방향, 5번~8번 출입구 방향 5호기",EV
9호선,동작,"(B2) 9호선 환승방향, 5번~9번 출입구 방향
(1F) 환승 표내는곳 앞, 1번~4번 출입구 방향 6호기",EV
9호선,동작,"(B1) 7번~8번 출입구 방향
(1F) 7번~8번 출입구 사이 7호기",EV
9호선,구반포,"(B1) 표내는 곳 방향
(B2) 동작역 방향 승강장 2-1 출입문 앞 1호기",EV
9호선,구반포,"(B1) 표내는 곳 방향
(B2) 고속터미널역 방향 승강장 5-4 출입문 앞 2호기",EV
9호선,구반포,"(1F) 2번~3번 출입구 사이
(B1) 기능실1 출입문 앞 3호기",EV
9호선,신반포,"(B1) 표내는 곳 방향 
(B2) 구반포 방향 승강장 3-4 출입문 앞 1호기",EV
9호선,신반포,"(B1) 표내는 곳 방향 
(B2) 고속터미널 방향 승강장 3-4 출입문 앞 2호기",EV
9호선,신반포,"(1F) 1번,2번 출입구 사이
(B1) 1번,2번 출구 방향 3호기",EV
9호선,신반포,"(1F) 3번,4번 출입구 사이
(B1) 3번 출구 방향 4호기",EV
9호선,고속터미널,"(B2) 9호선 안전관리실 뒤
(B4) 전기실 옆
(B5) 신반포역 방향 승강장 4-4 출입문 앞 1호기",EV
9호선,고속터미널,"(B2) 표내는곳 화장실 옆
(B4) 공연장 앞 
(B5) 사평역 방면 승강장 1-1 출입문 앞  2호기",EV
9호선,고속터미널,"(1F) 1번출입구 뒤 반포지구대 앞
(B1) 1번출구 방향
(B2) 표내는곳 옆 3호기",EV
9호선,고속터미널,"(1F) 8-1번 출입구 뒤
(B1) 8-1번 출구(B1) 옆 
(B2) PS실 출입문 옆 4호기",EV
9호선,고속터미널,지하상가 및 지하1층 대합실 간 1호기,EV
9호선,사평역,"(B1) 표내는곳 방향
(B2) 고속터미널역 방향 중층 연결통로
(B3) 고속터미널역 방향 승강장 4-2 출입문 앞 1호기",EV
9호선,사평역,"(B1) 표내는곳 방향
(B2) 신논현역 방향 중층 연결통로
(B3) 신논현역 방향 승강장 4-1 출입문 앞 2호기",EV
9호선,사평역,"(1F) 1번 출입구 사평로 방향
(M1) 1번 출입구 옆
(B1) 1번 출구 방향, 화장실 방향 3호기",EV
9호선,사평역,"(1F) 2번 출입구 앞
(B1) 2번출구 방향 4호기",EV
9호선,신논현,"(B2) 표내는 곳 방향
(B3) 신분당선 연결통로
(B4) 고속터미널 방향(급행) 승강장 3-4 출입문 앞 1호기",EV
9호선,신논현,"(B2) 표내는 곳 방향
(B3) 신분당선 연결통로
(B4) 언주역 방향 승강장 4-1 출입문 앞 2호기",EV
9호선,신논현,"(1F) 1,2번 출입구 사이 사평역 방향
(B2) 2번출구 방향 3호기",EV
9호선,신논현,"(1F)  8,9번 출입구 사이 교보타워 앞
(B2) 8번출구 방향 4호기",EV
9호선,개화,(1F) 김포공항역 방향 승강장 6-4 출입문 앞 1호기,ES
9호선,개화,(2F) 표 내는 곳 앞 2호기,ES
9호선,개화,(2F) 표 내는 곳 옆  3호기,ES
9호선,개화,(1F) 1번 출입구 앞 4호기,ES
9호선,김포공항,"(B2) 5호선(방화),서해선,김포골드라인 환승 통로 방향 1호기",ES
9호선,김포공항,(B1) 표 내는 곳 내 계단 옆 2호기,ES
9호선,김포공항,(B3) 공항시장역 방향 5-1 출입문 앞 5호기,ES
9호선,김포공항,"(B2) 5호선(방화),서해선,김포골드라인 환승 통로 방향 6호기",ES
9호선,김포공항,(B4) 개화역 방향 2-4 출입문 앞 9호기,ES
9호선,김포공항,(B3) 공항시장역 방향 6-2 출입문 앞 10호기,ES
9호선,김포공항,(B3) 공항시장역 방향 3-3 출입문 앞 13호기,ES
9호선,김포공항,"(B2) 5호선(방화),서해선,김포골드라인 환승 통로 방향 14호기",ES
9호선,김포공항,(B4) 개화역 방향 5-4 출입문 앞 17호기,ES
9호선,김포공항,(B3) 공항시장역 방향 3-2 출입문 앞 18호기,ES
9호선,김포공항,(B3) 공항시장역 방향 2-1 출입문 앞 21호기,ES
9호선,김포공항,"(B2) 5호선(방화),서해선,김포골드라인 환승 통로 방향 22호기",ES
9호선,김포공항,(B4) 개화역 방향 6-4 측 비승차구역 앞 25호기,ES
9호선,김포공항,(B3) 공항시장역 방향 1-4 출입문 앞 26호기,ES
9호선,김포공항,(B3) 공항시장역 방향 3-1 출입문 앞 29호기,ES
9호선,김포공항,"(B2) 5호선(방화),서해선,김포골드라인 환승 통로 방향 30호기",ES
9호선,김포공항,"(B3) 5호선(하남,검단산) 환승 통로 방향 31호기",ES
9호선,김포공항,"(B2) 5호선(하남,검단산) 승강장 방향 32호기",ES
9호선,공항시장,(B4)김포공항역 방향 승강장 2-1 출입문 앞 1호기,ES
9호선,공항시장, (B4)신방화역 방향 승강장 6-1 출입문 앞 2호기,ES
9호선,공항시장,(B3)대합실 3호기,ES
9호선,공항시장,(B4)김포공항역 방향 승강장 3-2 출입문 앞 4호기,ES
9호선,공항시장,(B3)대합실 5호기,ES
9호선,공항시장,(B4)신방화역 방향 승강장 4-3 출입문 앞 6호기,ES
9호선,공항시장,(B4)김포공항역 방향 승강장 5-4 출입문 앞 7호기,ES
9호선,공항시장,(B4)신방화역 방향 승강장 1-4 출입문 앞 8호기,ES
9호선,공항시장,"(B1) 대합실, 표 내는 곳 방향 9호기",ES
9호선,공항시장,(B3)대합실 10호기,ES
9호선,공항시장,(1F) 1번 출입구 11호기,ES
9호선,공항시장,"(B1)대합실, 1번 출입구 방향 12호기",ES
9호선,공항시장,(1F) 2번 출입구 13호기,ES
9호선,공항시장,"(B1)대합실, 2번 출입구 방향 14호기",ES
9호선,공항시장,(1F) 3번 출입구 15호기,ES
9호선,공항시장,"(B1)대합실, 3번 출입구 방향 16호기",ES
9호선,공항시장,(1F) 4번 출입구 17호기,ES
9호선,공항시장,"(B1)대합실, 4번 출입구 방향 18호기",ES
9호선,신방화,(B1) 표 내는 곳 옆 1호기,ES
9호선,신방화,(B2) 공항시장역 방향 1-4 출입문 앞 2호기,ES
9호선,신방화,(B1) 표 내는 곳 옆 3호기,ES
9호선,신방화,(B2) 마곡나루역 방향 6-1 출입문 앞 4호기,ES
9호선,신방화,(B2) 공항시장 방향 4-3 출입문 앞 5호기,ES
9호선,신방화,(B2) 마곡나루역 방향 3-3 출입문 앞 6호기,ES
9호선,신방화,(1F) 1번 출입구 7호기,ES
9호선,신방화,"(B1) 대합실, 1,2,3,6,7,8번 출입구 방향 8호기",ES
9호선,신방화,(1F) 2번 출입구 9호기,ES
9호선,신방화,"(B1) 대합실, 1,2,3,6,7,8번 출입구 방향 10호기",ES
9호선,신방화,(1F) 3번 출입구 11호기,ES
9호선,신방화,"(B1) 대합실, 1,2,3,6,7,8번 출입구 방향 12호기",ES
9호선,신방화,(1F) 4번 출입구 13호기,ES
9호선,신방화,"(B1) 대합실, 4,5번 출입구 방향 14호기",ES
9호선,신방화,(1F) 5번 출입구 15호기,ES
9호선,신방화,"(B1) 대합실, 4,5번 출입구 방향 16호기",ES
9호선,신방화,(1F) 6번 출입구 17호기,ES
9호선,신방화,"(B1) 대합실, 1,2,3,6,7,8번 출입구 방향 18호기",ES
9호선,신방화,(1F) 7번 출입구 19호기,ES
9호선,신방화,"(B1) 대합실, 1,2,3,6,7,8번 출입구 방향 20호기",ES
9호선,신방화,(1F) 8번 출입구 21호기,ES
9호선,신방화,"(B1) 대합실, 1,2,3,6,7,8번 출입구 방향 22호기",ES
9호선,마곡나루,"(B1) 대합실, 1,2,3,4,5,6번 출입구 방향 1호기",ES
9호선,마곡나루,(B2) 신방화역 방향 승강장 2-2 출입문 앞 2호기,ES
9호선,마곡나루,"(B1) 대합실, 1,2,3,4,5,6번 출입구 방향 3호기",ES
9호선,마곡나루,(B2) 양천향교역 방향 승강장 5-3 출입문 앞 4호기,ES
9호선,마곡나루,(B2) 신방화역 방향 승강장 4-3 출입문 앞 5호기,ES
9호선,마곡나루,"(B1) 대합실, 1,2,3,4,5,6번 출입구 방향 6호기",ES
9호선,마곡나루,(B2) 양천향교역 방향 승강장 3-2 출입문 앞 7호기,ES
9호선,마곡나루,"(B1) 대합실, 1,2,3,4,5,6번 출입구 방향 8호기",ES
9호선,마곡나루,(B2) 신방화역 방향 승강장 6-1 출입문 앞 9호기,ES
9호선,마곡나루,(B2) 양천향교역 방향 승강장 1-4 출입문 앞 10호기,ES
9호선,마곡나루,(1F) 1번 출입구 11호기,ES
9호선,마곡나루,"(B1) 대합실, 1번/2번 출입구 방향 12호기",ES
9호선,마곡나루,(1F) 2번 출입구 13호기,ES
9호선,마곡나루,"(B1) 대합실, 1번/2번 출입구 방향 14호기",ES
9호선,양천향교,"(B1) 대합실, 표내는 곳 방향 1호기",ES
9호선,양천향교,(B2) 마곡나루역 방향 승강장 2-1 출입문 앞 2호기,ES
9호선,양천향교,"(B1) 대합실, 표내는 곳 방향 3호기",ES
9호선,양천향교,(B2)가양역 방향 승강장 5-4 출입문 앞 4호기,ES
9호선,양천향교,(B2) 마곡나루역 방향 승강장 4-2 출입문 앞 5호기,ES
9호선,양천향교,"(B1) 대합실, 표내는 곳 방향 6호기",ES
9호선,양천향교,(B2)가양역 방향 승강장 3-3 출입문 앞 7호기,ES
9호선,양천향교,"(B1) 대합실, 표내는 곳 방향 8호기",ES
9호선,양천향교,(B2) 마곡나루역 방향 승강장 5-2 출입문 앞 9호기,ES
9호선,양천향교,(B2)가양역 방향 승강장 2-3 출입문 앞 10호기,ES
9호선,양천향교,(중층) 1번 출입구 연결부 11호기,ES
9호선,양천향교,"(B1) 대합실, 1번 출입구 12호기",ES
9호선,양천향교,(1F) 1번 출입구 13호기,ES
9호선,양천향교,(중층) 1번 출입구 연결부 14호기,ES
9호선,양천향교,(중층) 2번 출입구 계단 연결부 15호기,ES
9호선,양천향교,"(B1) 대합실, 2번 출입구 16호기",ES
9호선,양천향교,(1F) 3번 출입구 17호기,ES
9호선,양천향교,"(B1) 대합실, 3번 출입구 18호기",ES
9호선,양천향교,"(B1) 대합실, 4번 출입구 19호기",ES
9호선,양천향교,(1F) 5번 출입구 20호기,ES
9호선,양천향교,"(B1) 대합실, 5번 출입구 21호기",ES
9호선,양천향교,(1F) 6번 출입구 22호기,ES
9호선,양천향교,"(B1) 대합실, 6번 출입구 23호기",ES
9호선,양천향교,(1F) 7번 출입구 24호기,ES
9호선,양천향교,"(B1) 대합실, 7번 출입구 25호기",ES
9호선,양천향교,(1F) 8번 출입구 26호기,ES
9호선,양천향교,"(B1) 대합실, 8번 출입구 27호기",ES
9호선,가양,"(B2) 양천향교역 방향 승강장, 하선 종점 비승차구역 1호기",ES
9호선,가양,"(B1) 양천향교역 방향 승강장, 대합실 방향 2호기",ES
9호선,가양,"(B2) 증미역 방향 승강장, 상선 시점 비승차구역 3호기",ES
9호선,가양,"(B1) 증미역 방향 승강장, 안전관리실 앞 4호기",ES
9호선,가양,"(B1) 대합실, 표내는 곳 방향 5호기",ES
9호선,가양,"(B2) 양천향교역 방향 승강장, 하선 시점 비승차구역 6호기",ES
9호선,가양,"(B1) 대합실, 표내는 곳 방향 7호기",ES
9호선,가양,"(B2) 증미역 방향 승강장, 상선 종점 비승차구역 8호기",ES
9호선,가양,(1F) 1번 출입구 앞 9호기,ES
9호선,가양,(B1) 1번 출입구 10호기,ES
9호선,가양,(1F) 2번 출입구 앞 11호기,ES
9호선,가양,(중층) 2번 출입구 계단 연결부 12호기,ES
9호선,가양,(1F) 3번 출입구 앞 13호기,ES
9호선,가양,(B1) 3번 출입구 14호기,ES
9호선,가양,(B1) 4번 출입구 15호기,ES
9호선,가양,(1F) 5번 출입구 앞 16호기,ES
9호선,가양,(B1) 5번 출입구 17호기,ES
9호선,가양,(1F) 6번 출입구 앞 18호기,ES
9호선,가양,(B1) 6번 출입구 19호기,ES
9호선,가양,(1F) 7번 출입구 앞 20호기,ES
9호선,가양,(B1) 7번 출입구 21호기,ES
9호선,가양,(B1) 8번 출입구  22호기,ES
9호선,가양,(1F) 9번 출입구 앞 23호기,ES
9호선,가양,(B1) 9번 출입구 24호기,ES
9호선,가양,(중층) 그레이스 힐 지하상가 내 25호기,ES
9호선,가양,(B1) 10번 출입구 26호기,ES
9호선,증미,(B3)가양역 방향 승강장 2-3 출입문 앞 1호기,ES
9호선,증미,(B3)등촌역 방향 승강장 5-2 출입문 앞 2호기,ES
9호선,증미,(B3)가양역 방향 승강장 5-2 출입문 앞 3호기,ES
9호선,증미,(B2) 개찰구 내 4호기,ES
9호선,증미,(B3)등촌역 방향 승강장 2-3 출입문 앞 5호기,ES
9호선,증미,(B2) 개찰구 내 6호기,ES
9호선,증미,(B1)대합실 7호기,ES
9호선,증미,"B1)대합실, 표내는 곳 방향 8호기",ES
9호선,증미,(1F) 1번 출입구 9호기,ES
9호선,증미,"(B1)대합실, 1번 출입구 방향 10호기",ES
9호선,증미,중층 11호기,ES
9호선,증미,"(B1)대합실, 2번 출입구 방향 12호기",ES
9호선,증미,(1F) 2번 출입구 13호기,ES
9호선,증미,중층 14호기,ES
9호선,증미,(1F) 3번 출입구 15호기,ES
9호선,증미,"(B1)대합실, 3번 출입구 방향 16호기",ES
9호선,증미,(1F) 4번 출입구 17호기,ES
9호선,증미,"(B1)대합실, 4번 출입구 방향 18호기",ES
9호선,등촌,"(B1) 편의점 방향 대합실, 표내는곳 1호기",ES
9호선,등촌,(B2) 가양역 1-1 방향 승강장 2호기,ES
9호선,등촌,(B2) 염창역 6-4방향 승강장 3호기,ES
9호선,등촌,"(B1) 편의점 방향 대합실, 표내는곳 4호기",ES
9호선,등촌,"(B1) 안전관리실 방향 대합실, 표내는곳 5호기",ES
9호선,등촌,(B2) 가양역 6-4 방향 승강장 6호기,ES
9호선,등촌,(B2) 염창역 1-1방향 승강장 7호기,ES
9호선,등촌,"(B1) 안전관리실 방향 대합실, 표내는곳 8호기",ES
9호선,등촌,"중층, 편의점 대합실 방향 9호기",ES
9호선,등촌,"(B1)편의점 대합실, 중층 1번 출구 방향 10호기",ES
9호선,등촌,"(1F)1번출입구, 중층 방향 11호기",ES
9호선,등촌,"중층, 1번 출구 방향 12호기",ES
9호선,등촌,"B1)편의점대합실, 표내는 곳 13호기",ES
9호선,등촌,(1F) 2번출입구 14호기,ES
9호선,등촌,"중층, 안전관리실 방향 대합실 15호기",ES
9호선,등촌,"(B1) 안전관리실 방향 대합실, 표내는곳 16호기",ES
9호선,등촌,"(1F)3번출입구, 중층 방향 17호기",ES
9호선,등촌,"중층, (1F)3번 출입구 방향 18호기",ES
9호선,등촌,(1F)4번출입구 19호기,ES
9호선,등촌,"(B1) 안전관리실 방향 대합실, 표내는곳 20호기",ES
9호선,등촌,"(1F) 5번출입구, 중층방향 21호기",ES
9호선,등촌,"5,6번 출입구 방향 중층 22호기",ES
9호선,등촌,"(1F) 6번출입구, 중층방향 23호기",ES
9호선,등촌,"5,6번 출입구 방향 중층 24호기",ES
9호선,등촌,"5,6번 출입구 방향 중층 25호기",ES
9호선,등촌,"(B1) 편의점 방향 대합실, 표내는곳 26호기",ES
9호선,등촌,"(1F) 7번출입구, 중층방향 27호기",ES
9호선,등촌,"7,8번 출구방향 중층 28호기",ES
9호선,등촌,"(B1) 편의점 방향 대합실, 표내는곳 29호기",ES
9호선,등촌,"7,8번 출구방향 중층 30호기",ES
9호선,등촌,(1F)8번출입구 31호기,ES
9호선,등촌,"7,8번 출구방향 중층 32호기",ES
9호선,염창,(B2) 등촌역 방향 승강장 2-4 출입문 앞 1호기,ES
9호선,염창,(B2) 신목동역 방향 승강장 5-1 출입문 앞 2호기,ES
9호선,염창,(B2) 등촌역 방향 승강장 5-1 출입문 앞 3호기,ES
9호선,염창,(B2) 신목동역 방향 승강장 2-4 출입문 앞 4호기,ES
9호선,염창,(1F) 1번 출입구 5호기,ES
9호선,염창,"(B1)대합실, 1번 출입구 방향 6호기",ES
9호선,염창,(1F) 2번 출입구 7호기,ES
9호선,염창,"(B1)대합실, 2번 출입구 방향 8호기",ES
9호선,염창,(1F) 3번 출입구 9호기,ES
9호선,염창,"(B1)대합실, 3번 출입구 방향 10호기",ES
9호선,염창,(1F) 4번 출입구 11호기,ES
9호선,염창,"(B1)대합실, 4번 출입구 방향 12호기",ES
9호선,신목동,(B3) 염창역 방향 승강장 2-3 출입문 앞 1호기,ES
9호선,신목동,(B3) 선유도역 방향 승강장 5-1 출입문 앞 2호기,ES
9호선,신목동,(B3) 염창역 방향 승강장 4-1 출입문 앞 3호기,ES
9호선,신목동,(B3) 선유도역 방향 승강장 3-4 출입문 앞 4호기,ES
9호선,신목동,(B2) 2번 출입구 방향 5호기,ES
9호선,신목동,(중층) 2번 출입구 방향 계단 옆 6호기,ES
9호선,신목동,(1F) 1번 출입구  7호기,ES
9호선,신목동,(B2) 대합실(1번 출입구 방향) 8호기,ES
9호선,신목동,(1F) 2번 출입구  9호기,ES
9호선,신목동,(중층) 2번 출입구 방향 계단 옆 10호기,ES
9호선,선유도,(B3) 개화방면 승강장 2-3 앞 1호기,ES
9호선,선유도,(B3) 중앙보훈병원방면 승강장 5-2 앞 2호기,ES
9호선,선유도,(B3) 개화방면 승강장 5-2 앞 3호기,ES
9호선,선유도,(B3) 중앙보훈병원방면 승강장2-3 앞 4호기,ES
9호선,선유도,(B1) 1번출구 옆 5호기,ES
9호선,선유도,(B2) 대합실 중앙 6호기,ES
9호선,선유도,(B2) 대합실 중앙 7호기,ES
9호선,선유도,(지상) 2번 출입구  8호기,ES
9호선,선유도,(B2) 2번 출입구  9호기,ES
9호선,선유도,"(B2) 대합실 3,4번 출입구 방향 10호기",ES
9호선,선유도,"(B2) 대합실 5,6번 출입구 방향 11호기",ES
9호선,선유도,(지상) 7번 출입구 12호기,ES
9호선,선유도,(B1) 7번 출입구 13호기,ES
9호선,당산,(B3) 선유도역방향 승강장 1-1 비승차구역 1호기,ES
