운영노선명,역명,승강기명,승강기 구분
,신용산,승강기)에스컬레이터-신용산 1번출구 9호기,ES
,역촌,승강기)엘리베이터-역촌 내부1,EV
,신용산,승강기)에스컬레이터-신용산 4번출구 4호기,ES
,신용산,승강기)에스컬레이터-신용산 4번출구 5호기,ES
,신용산,승강기)에스컬레이터-신용산 5번출구 1호기,ES
,신용산,승강기)에스컬레이터-신용산 5번출구 2호기,ES
,신용산,승강기)엘리베이터-신용산 1번출구측 외부#1,EV
,신용산,승강기)엘리베이터-신용산 4번출구측 외부#2,EV
,신용산,승강기)엘리베이터-신용산 상행 8-2 내부#1,EV
,신용산,승강기)엘리베이터-신용산 하행 3-2 내부#2,EV
,이촌(4),승강기)에스컬레이터-이촌 1번출구 상행2,ES
,이촌(4),승강기)에스컬레이터-이촌 1번출구 하행1,ES
,이촌(4),승강기)에스컬레이터-이촌 2번출구 상행4,ES
,이촌(4),승강기)에스컬레이터-이촌 2번출구 하행3,ES
,이촌(4),승강기)엘리베이터-이촌 1번 출구측 외부#1,EV
,이촌(4),승강기)엘리베이터-이촌 2번 출구측 외부#2,EV
,이촌(4),승강기)엘리베이터-이촌 상행 8-1 내부#1,EV
,이촌(4),승강기)엘리베이터-이촌 하행 3-3 내부#2,EV
,이촌(4),승강기)엘리베이터-이촌(4) 경의선-4호선 내부엘리베이터 3호기,EV
,동작(4),승강기)엘리베이터-동작 상행 7-4 내부#1,EV
,동작(4),승강기)엘리베이터-동작 하행 4-4 내부#2,EV
,총신대입구(4),승강기)에스컬레이터-총신대입구 14번출구 1호기,ES
,총신대입구(4),승강기)에스컬레이터-총신대입구 14번출구 2호기,ES
,총신대입구(4),승강기)에스컬레이터-총신대입구 1번출구 3호기,ES
,총신대입구(4),승강기)에스컬레이터-총신대입구 1번출구 4호기,ES
,총신대입구(4),승강기)엘리베이터-총신대입구 14번 출구측 외부#2,EV
,총신대입구(4),승강기)엘리베이터-총신대입구 1번 출구측 외부#1,EV
,총신대입구(4),승강기)엘리베이터-총신대입구 상행 7-3내부#1,EV
,총신대입구(4),승강기)엘리베이터-총신대입구 하행 8-3 내부#2,EV
,사당(4),승강기)에스컬레이터-사당(4) 3번출구 6호기,ES
,사당(4),승강기)에스컬레이터-사당(4) 3번출구 7호기,ES
,사당(4),승강기)에스컬레이터-사당(4) 4번출구 2호기,ES
,사당(4),승강기)에스컬레이터-사당(4) 4번출구 3호기,ES
,사당(4),승강기)에스컬레이터-사당(4) 9번출구 4호기,ES
,사당(4),승강기)에스컬레이터-사당(4) 9번출구 5호기,ES
,사당(4),승강기)에스컬레이터-사당(4) 내부 1호기,ES
,사당(4),승강기)엘리베이터-사당(4) 9-10번 출구측 외부#1,EV
,사당(4),승강기)엘리베이터-사당(4) 섬식(상)9-2 내부#1,EV
,남태령,승강기)에스컬레이터-남태령 내부(3-2) 1호기,ES
,남태령,승강기)에스컬레이터-남태령 내부(8-3) 2호기,ES
,남태령,승강기)엘리베이터-남태령 1번 출구측 내부#2,EV
,남태령,승강기)엘리베이터-남태령 2번 출구측 외부#1,EV
,남태령,승강기)엘리베이터-남태령 섬식(상) 3-3 내부#1,EV
,방화,승강기)에스컬레이터-방화 1번출입구 E/S 1200형 3호기,ES
,방화,승강기)에스컬레이터-방화 1번출입구 E/S 1200형 4호기,ES
,방화,승강기)에스컬레이터-방화 2번출입구 E/S 1200형 5호기,ES
,방화,승강기)에스컬레이터-방화 2번출입구 E/S 1200형 6호기,ES
,방화,승강기)에스컬레이터-방화 내부 E/S 1200형 1호기,ES
,방화,승강기)에스컬레이터-방화 내부 E/S 1200형 2호기,ES
,방화,승강기)엘리베이터-방화 내부1,EV
,방화,승강기)엘리베이터-방화 내부2,EV
,방화,승강기)엘리베이터-방화 외부3,EV
,개화산,승강기)엘리베이터-개화산 외부1,EV
,개화산,승강기)엘리베이터-개화산 외부2,EV
,김포공항(5),승강기)에스컬레이터-김포공항 내부3,ES
,김포공항(5),승강기)에스컬레이터-김포공항 내부4,ES
,김포공항(5),승강기)에스컬레이터-김포공항 내부5,ES
,김포공항(5),승강기)에스컬레이터-김포공항 내부6,ES
,김포공항(5),승강기)에스컬레이터-김포공항 내부7,ES
,김포공항(5),승강기)에스컬레이터-김포공항 내부8,ES
,김포공항(5),승강기)에스컬레이터-김포공항(5) 내부 1호기,ES
,김포공항(5),승강기)에스컬레이터-김포공항(5) 내부 2호기,ES
,김포공항(5),승강기)엘리베이터-김포공항 내부1,EV
,김포공항(5),승강기)엘리베이터-김포공항 내부2,EV
,송정,승강기)에스컬레이터-송정 내부1,ES
,송정,승강기)에스컬레이터-송정 내부2,ES
,송정,승강기)에스컬레이터-송정 외부3,ES
,송정,승강기)에스컬레이터-송정 외부4,ES
,송정,승강기)엘리베이터-송정 내부1,EV
,송정,승강기)엘리베이터-송정 내부2,EV
,송정,승강기)엘리베이터-송정 외부3,EV
,송정,승강기)엘리베이터-송정 외부4,EV
,마곡,승강기)에스컬레이터-마곡 3번 출입구 외부 7호기,ES
,마곡,승강기)에스컬레이터-마곡 3번 출입구 외부 8호기,ES
,마곡,승강기)에스컬레이터-마곡 4번 출입구 외부 10호기,ES
,마곡,승강기)에스컬레이터-마곡 4번 출입구 외부 9호기,ES
,마곡,승강기)에스컬레이터-마곡 5번 출입구 외부 11호기,ES
,마곡,승강기)에스컬레이터-마곡 5번 출입구 외부 12호기,ES
,마곡,승강기)에스컬레이터-마곡 외부1,ES
,마곡,승강기)에스컬레이터-마곡 외부2,ES
,마곡,승강기)에스컬레이터-마곡 외부3,ES
,마곡,승강기)에스컬레이터-마곡 외부4,ES
,마곡,승강기)에스컬레이터-마곡 외부5,ES
,마곡,승강기)에스컬레이터-마곡 외부6,ES
,마곡,승강기)엘리베이터-마곡 3번 출입구 외부 5호기,EV
,마곡,승강기)엘리베이터-마곡 4번 출입구 외부 6호기,EV
,마곡,승강기)엘리베이터-마곡 내부1,EV
,마곡,승강기)엘리베이터-마곡 내부2,EV
,마곡,승강기)엘리베이터-마곡 외부3,EV
,마곡,승강기)엘리베이터-마곡 외부4,EV
,발산,승강기)엘리베이터-발산 내부1,EV
,발산,승강기)엘리베이터-발산 내부2,EV
,발산,승강기)엘리베이터-발산 외부3,EV
,우장산,승강기)에스컬레이터-우장산 외부1,ES
,우장산,승강기)에스컬레이터-우장산 외부2,ES
,우장산,승강기)에스컬레이터-우장산 외부3,ES
,우장산,승강기)에스컬레이터-우장산 외부4,ES
,우장산,승강기)엘리베이터-우장산 내부1,EV
,우장산,승강기)엘리베이터-우장산 내부2,EV
,우장산,승강기)엘리베이터-우장산 외부3,EV
,화곡,승강기)에스컬레이터-화곡 내부1,ES
,화곡,승강기)에스컬레이터-화곡 내부2,ES
,화곡,승강기)에스컬레이터-화곡 외부3,ES
,화곡,승강기)에스컬레이터-화곡 외부4,ES
,화곡,승강기)엘리베이터-화곡 내부1,EV
,화곡,승강기)엘리베이터-화곡 외부2,EV
,까치산(5),승강기)에스컬레이터-까치산 내부1,ES
,까치산(5),승강기)에스컬레이터-까치산 내부2,ES
,까치산(5),승강기)에스컬레이터-까치산 내부3,ES
,까치산(5),승강기)에스컬레이터-까치산 내부4,ES
,까치산(5),승강기)에스컬레이터-까치산 내부5,ES
,까치산(5),승강기)에스컬레이터-까치산 내부6,ES
,까치산(5),승강기)에스컬레이터-까치산 내부7,ES
,까치산(5),승강기)에스컬레이터-까치산 내부8,ES
,까치산(5),승강기)에스컬레이터-까치산 외부10,ES
,까치산(5),승강기)에스컬레이터-까치산 외부11,ES
,까치산(5),승강기)에스컬레이터-까치산 외부12,ES
,까치산(5),승강기)에스컬레이터-까치산 외부9,ES
,까치산(5),승강기)엘리베이터-까치산 1호기,EV
,까치산(5),승강기)엘리베이터_까치산(5)역 2번출구 E/L 2호기 13인승(P241,EV
,까치산(5),승강기)엘리베이터_까치산(5)역 내부 상선 E/L 3호기 21인승(P24,EV
,까치산(5),승강기)엘리베이터_까치산(5)역 내부 하선 E/L 4호기 15인승(P24,EV
,까치산(5),승강기)휠체어리프트-까치산 내부 1,WL
,까치산(5),승강기)휠체어리프트-까치산 내부 2,WL
,까치산(5),승강기)휠체어리프트-까치산 외부 3,WL
,신정,승강기)에스컬레이터-신정 내부1,ES
,신정,승강기)에스컬레이터-신정 내부2,ES
,신정,승강기)에스컬레이터-신정 내부3,ES
,신정,승강기)에스컬레이터-신정 내부4,ES
,신정,승강기)에스컬레이터-신정 내부5,ES
,신정,승강기)에스컬레이터-신정 내부6,ES
,신정,승강기)에스컬레이터-신정 내부7,ES
,신정,승강기)에스컬레이터-신정 내부8,ES
,신정,승강기)에스컬레이터-신정 외부10,ES
,신정,승강기)에스컬레이터-신정 외부9,ES
,신정,승강기)엘리베이터-신정 내부1,EV
,신정,승강기)엘리베이터-신정 내부2,EV
,목동,승강기)에스컬레이터-목동 외부 3호기,ES
,목동,승강기)에스컬레이터-목동 외부 4호기,ES
,목동,승강기)에스컬레이터-목동 외부1,ES
,목동,승강기)에스컬레이터-목동 외부2,ES
,목동,승강기)엘리베이터-목동 내부1,EV
,목동,승강기)엘리베이터-목동 내부2,EV
,목동,승강기)엘리베이터-목동 외부3,EV
,오목교,승강기)에스컬레이터-오목교 내부1,ES
,오목교,승강기)에스컬레이터-오목교 내부10,ES
,오목교,승강기)에스컬레이터-오목교 내부2,ES
,오목교,승강기)에스컬레이터-오목교 내부3,ES
,오목교,승강기)에스컬레이터-오목교 내부4,ES
,오목교,승강기)에스컬레이터-오목교 내부5,ES
,오목교,승강기)에스컬레이터-오목교 내부6,ES
,오목교,승강기)에스컬레이터-오목교 내부7,ES
,오목교,승강기)에스컬레이터-오목교 내부8,ES
,오목교,승강기)에스컬레이터-오목교 내부9,ES
,오목교,승강기)엘리베이터-오목교 내부1,EV
,오목교,승강기)엘리베이터-오목교 내부2,EV
,오목교,승강기)엘리베이터-오목교 외부3,EV
,양평(5),승강기)에스컬레이터-양평 내부1,ES
,양평(5),승강기)에스컬레이터-양평 내부2,ES
,양평(5),승강기)에스컬레이터-양평 내부3,ES
,양평(5),승강기)에스컬레이터-양평 내부4,ES
,양평(5),승강기)에스컬레이터-양평 내부7,ES
,양평(5),승강기)에스컬레이터-양평 내부8,ES
,양평(5),승강기)에스컬레이터-양평 외부5,ES
,양평(5),승강기)에스컬레이터-양평 외부6,ES
,양평(5),승강기)엘리베이터-양평 내부1,EV
,양평(5),승강기)엘리베이터-양평 내부2,EV
,양평(5),승강기)엘리베이터-양평 외부3,EV
,영등포구청(5),승강기)에스컬레이터-영등포구청 내부1,ES
,영등포구청(5),승강기)에스컬레이터-영등포구청 내부10,ES
,영등포구청(5),승강기)에스컬레이터-영등포구청 내부13,ES
,영등포구청(5),승강기)에스컬레이터-영등포구청 내부14,ES
,영등포구청(5),승강기)에스컬레이터-영등포구청 내부2,ES
,영등포구청(5),승강기)에스컬레이터-영등포구청 내부3,ES
,영등포구청(5),승강기)에스컬레이터-영등포구청 내부4,ES
,영등포구청(5),승강기)에스컬레이터-영등포구청 내부5,ES
,영등포구청(5),승강기)에스컬레이터-영등포구청 내부6,ES
,영등포구청(5),승강기)에스컬레이터-영등포구청 내부7,ES
,영등포구청(5),승강기)에스컬레이터-영등포구청 내부8,ES
,영등포구청(5),승강기)에스컬레이터-영등포구청 내부9,ES
,영등포구청(5),승강기)에스컬레이터-영등포구청 외부11,ES
,영등포구청(5),승강기)에스컬레이터-영등포구청 외부12,ES
,영등포구청(5),승강기)엘리베이터-영등포구청 내부 4호기,EV
,영등포구청(5),승강기)엘리베이터-영등포구청 내부2,EV
,영등포구청(5),승강기)엘리베이터-영등포구청(5) 내부3,EV
,영등포구청(5),승강기)엘리베이터-영등포구청(5) 외부1,EV
,영등포구청(5),승강기)휠체어리프트-영등포구청 내부 3,WL
,영등포시장,승강기)에스컬레이터-영등포시장 내부1,ES
,영등포시장,승강기)에스컬레이터-영등포시장 내부2,ES
,영등포시장,승강기)에스컬레이터-영등포시장 내부3,ES
,영등포시장,승강기)에스컬레이터-영등포시장 내부4,ES
,영등포시장,승강기)에스컬레이터-영등포시장 내부5,ES
,영등포시장,승강기)에스컬레이터-영등포시장 내부6,ES
,영등포시장,승강기)에스컬레이터-영등포시장 외부7,ES
,영등포시장,승강기)에스컬레이터-영등포시장 외부8,ES
,영등포시장,승강기)엘리베이터-영등포시장 내부1,EV
,영등포시장,승강기)엘리베이터-영등포시장 내부2,EV
,영등포시장,승강기)엘리베이터-영등포시장역 2번 출입구 외부 3호기,EV
,신길(5),승강기)에스컬레이터-신길 3번 출입구 1호기,ES
,신길(5),승강기)에스컬레이터-신길 3번 출입구 2호기,ES
,신길(5),승강기)에스컬레이터-신길 내부 3호기,ES
,신길(5),승강기)에스컬레이터-신길 내부 4호기,ES
,신길(5),승강기)에스컬레이터-신길 내부 5호기,ES
,신길(5),승강기)에스컬레이터-신길 내부 6호기,ES
,신길(5),승강기)에스컬레이터-신길 내부 7호기,ES
,신길(5),승강기)에스컬레이터-신길 내부 8호기,ES
,신길(5),승강기)에스컬레이터-신길 내부 9호기,ES
,신길(5),승강기)엘리베이터-신길 3번 출구측 외부 3호기,EV
,신길(5),승강기)엘리베이터-신길 경사형 내부 6호기,EV
,신길(5),승강기)엘리베이터-신길 내부 1호기,EV
,신길(5),승강기)엘리베이터-신길 내부 2호기,EV
,신길(5),승강기)엘리베이터-신길 내부 4호기,EV
,신길(5),승강기)엘리베이터-신길 내부 5호기,EV
,여의도(5),승강기)에스컬레이터-여의도 내부1,ES
,여의도(5),승강기)에스컬레이터-여의도 내부2,ES
,여의도(5),승강기)에스컬레이터-여의도 내부3,ES
,여의도(5),승강기)에스컬레이터-여의도 내부4,ES
,여의도(5),승강기)엘리베이터-여의도 내부1,EV
,여의도(5),승강기)엘리베이터-여의도 내부2,EV
,여의나루,승강기)에스컬레이터-여의나루 내부1,ES
,여의나루,승강기)에스컬레이터-여의나루 내부2,ES
,여의나루,승강기)에스컬레이터-여의나루 내부3,ES
,여의나루,승강기)에스컬레이터-여의나루 내부4,ES
,여의나루,승강기)에스컬레이터-여의나루 내부5,ES
,여의나루,승강기)에스컬레이터-여의나루 내부6,ES
,여의나루,승강기)에스컬레이터-여의나루 내부7,ES
,여의나루,승강기)에스컬레이터-여의나루 내부8,ES
,여의나루,승강기)에스컬레이터-여의나루 내부9,ES
,여의나루,승강기)에스컬레이터-여의나루 외부10,ES
,여의나루,승강기)에스컬레이터-여의나루 외부11,ES
,여의나루,승강기)엘리베이터-여의나루 내부1,EV
,여의나루,승강기)엘리베이터-여의나루 내부2,EV
,여의나루,승강기)엘리베이터-여의나루 외부3,EV
,마포,승강기)에스컬레이터-마포 내부1,ES
,마포,승강기)에스컬레이터-마포 내부2,ES
,마포,승강기)에스컬레이터-마포 내부3,ES
,마포,승강기)에스컬레이터-마포 내부4,ES
,마포,승강기)에스컬레이터-마포 내부7,ES
,마포,승강기)에스컬레이터-마포 내부8,ES
,마포,승강기)에스컬레이터-마포 외부10,ES
,마포,승강기)에스컬레이터-마포 외부5,ES
,마포,승강기)에스컬레이터-마포 외부6,ES
,마포,승강기)에스컬레이터-마포 외부9,ES
,마포,승강기)엘리베이터-마포 내부1,EV
,마포,승강기)엘리베이터-마포 외부2,EV
,공덕(5),승강기)에스컬레이터-공덕 내부1,ES
,공덕(5),승강기)에스컬레이터-공덕 내부11,ES
,공덕(5),승강기)에스컬레이터-공덕 내부2,ES
,공덕(5),승강기)에스컬레이터-공덕 내부3,ES
,공덕(5),승강기)에스컬레이터-공덕 내부4,ES
,공덕(5),승강기)에스컬레이터-공덕 내부5,ES
,공덕(5),승강기)에스컬레이터-공덕 내부6,ES
,공덕(5),승강기)에스컬레이터-공덕 내부7,ES
,공덕(5),승강기)에스컬레이터-공덕 내부8,ES
,공덕(5),승강기)에스컬레이터-공덕 외부10,ES
,공덕(5),승강기)에스컬레이터-공덕 외부9,ES
,공덕(5),승강기)엘리베이터-공덕 내부1,EV
,공덕(5),승강기)엘리베이터-공덕 외부2,EV
,애오개,승강기)에스컬레이터-애오개 내부1,ES
,애오개,승강기)에스컬레이터-애오개 내부2,ES
,애오개,승강기)에스컬레이터-애오개 내부3,ES
,애오개,승강기)에스컬레이터-애오개 내부4,ES
,애오개,승강기)에스컬레이터-애오개 외부5,ES
,애오개,승강기)에스컬레이터-애오개 외부6,ES
,애오개,승강기)엘리베이터-애오개 내부1,EV
,애오개,승강기)엘리베이터-애오개 내부2,EV
,애오개,승강기)엘리베이터-애오개 내부3,EV
,애오개,승강기)엘리베이터-애오개 외부4,EV
,애오개,승강기)엘리베이터-애오개 외부5,EV
,충정로(5),승강기)에스컬레이터-충정로(5) 내부 1호기,ES
,충정로(5),승강기)에스컬레이터-충정로(5) 내부 2호기,ES
,충정로(5),승강기)에스컬레이터-충정로(5) 내부 3호기,ES
,충정로(5),승강기)에스컬레이터-충정로(5) 내부 4호기,ES
,충정로(5),승강기)엘리베이터-충정로 내부1,EV
,충정로(5),승강기)엘리베이터-충정로 외부2,EV
,서대문,승강기)에스컬레이터-서대문 내부1,ES
,서대문,승강기)에스컬레이터-서대문 내부2,ES
,서대문,승강기)에스컬레이터-서대문 내부3,ES
,역촌,승강기)엘리베이터-역촌 외부2,EV
,서대문,승강기)에스컬레이터-서대문 내부4,ES
,서대문,승강기)에스컬레이터-서대문 외부5,ES
,서대문,승강기)에스컬레이터-서대문 외부6,ES
,서대문,승강기)에스컬레이터-서대문 외부7,ES
,서대문,승강기)에스컬레이터-서대문 외부8,ES
,서대문,승강기)에스컬레이터-서대문역 외부10,ES
,서대문,승강기)에스컬레이터-서대문역 외부9,ES
,서대문,승강기)엘리베이터-서대문 내부1,EV
,서대문,승강기)엘리베이터-서대문 외부2,EV
,서대문,승강기)엘리베이터-서대문 외부3,EV
,광화문,승강기)에스컬레이터-광화문 내부1,ES
,광화문,승강기)에스컬레이터-광화문 내부2,ES
,광화문,승강기)에스컬레이터-광화문 내부3,ES
,광화문,승강기)에스컬레이터-광화문 내부4,ES
,광화문,승강기)엘리베이터-광화문 내부2,EV
,광화문,승강기)엘리베이터-광화문 외부1,EV
,종로3가(5),승강기)에스컬레이터-종로3가(5) 내부 10호기,ES
,종로3가(5),승강기)에스컬레이터-종로3가(5) 내부 1호기,ES
,종로3가(5),승강기)에스컬레이터-종로3가(5) 내부 2호기,ES
,종로3가(5),승강기)에스컬레이터-종로3가(5) 내부 3호기,ES
,종로3가(5),승강기)에스컬레이터-종로3가(5) 내부 4호기,ES
,종로3가(5),승강기)에스컬레이터-종로3가(5) 내부 5호기,ES
,종로3가(5),승강기)에스컬레이터-종로3가(5) 내부 6호기,ES
,종로3가(5),승강기)에스컬레이터-종로3가(5) 내부 7호기,ES
,종로3가(5),승강기)에스컬레이터-종로3가(5) 내부 8호기,ES
,종로3가(5),승강기)에스컬레이터-종로3가(5) 내부 9호기,ES
,종로3가(5),승강기)엘리베이터-종로3가 내부1,EV
,종로3가(5),승강기)엘리베이터-종로3가(5) 내부 2호기,EV
,을지로4가(5),승강기)에스컬레이터-을지로4가 내부1,ES
,을지로4가(5),승강기)에스컬레이터-을지로4가 내부2,ES
,을지로4가(5),승강기)에스컬레이터-을지로4가 내부3,ES
,을지로4가(5),승강기)에스컬레이터-을지로4가 내부4,ES
,을지로4가(5),승강기)에스컬레이터-을지로4가 내부5,ES
,을지로4가(5),승강기)에스컬레이터-을지로4가 내부6,ES
,을지로4가(5),승강기)에스컬레이터-을지로4가 내부7,ES
,을지로4가(5),승강기)에스컬레이터-을지로4가 내부8,ES
,을지로4가(5),승강기)에스컬레이터-을지로4가 내부9,ES
,을지로4가(5),승강기)에스컬레이터-을지로4가 외부10,ES
,을지로4가(5),승강기)에스컬레이터-을지로4가 외부11,ES
,을지로4가(5),승강기)엘리베이터-을지로4가 내부1,EV
,동대문역사문화공원(5),승강기)에스컬레이터-동대문역사문화공원(5) 내부1,ES
,동대문역사문화공원(5),승강기)에스컬레이터-동대문역사문화공원(5) 내부2,ES
,동대문역사문화공원(5),승강기)에스컬레이터-동대문역사문화공원(5) 내부3,ES
,동대문역사문화공원(5),승강기)에스컬레이터-동대문역사문화공원(5) 내부4,ES
,동대문역사문화공원(5),승강기)에스컬레이터-동대문역사문화공원(5) 내부5,ES
,동대문역사문화공원(5),승강기)엘리베이터-동역사(5) 내부1,EV
,동대문역사문화공원(5),승강기)엘리베이터-동역사(5) 내부2,EV
,신금호,승강기)에스컬레이터-신금호 1번 출입구 외부 7호기,ES
,신금호,승강기)에스컬레이터-신금호 1번 출입구 외부 8호기,ES
,신금호,승강기)에스컬레이터-신금호 2번 출입구 외부 10호기,ES
,신금호,승강기)에스컬레이터-신금호 2번 출입구 외부 9호기,ES
,신금호,승강기)에스컬레이터-신금호 4번 출입구 외부 11호기,ES
,신금호,승강기)에스컬레이터-신금호 4번 출입구 외부 12호기,ES
,신금호,승강기)에스컬레이터-신금호 내부5,ES
,신금호,승강기)에스컬레이터-신금호 내부6,ES
,신금호,승강기)에스컬레이터-신금호역 내부  1호기,ES
,신금호,승강기)에스컬레이터-신금호역 내부  2호기,ES
,신금호,승강기)에스컬레이터-신금호역 내부  3호기,ES
,신금호,승강기)에스컬레이터-신금호역 내부  4호기,ES
,신금호,승강기)엘리베이터-신금호 내부1,EV
,신금호,승강기)엘리베이터-신금호 내부2,EV
,신금호,승강기)엘리베이터-신금호 외부3,EV
,행당,승강기)에스컬레이터-행당 내부1,ES
,행당,승강기)에스컬레이터-행당 내부2,ES
,행당,승강기)에스컬레이터-행당 내부5,ES
,행당,승강기)에스컬레이터-행당 내부6,ES
,행당,승강기)에스컬레이터-행당 외부3,ES
,행당,승강기)에스컬레이터-행당 외부4,ES
,행당,승강기)에스컬레이터-행당 외부7,ES
,행당,승강기)에스컬레이터-행당 외부8,ES
,행당,승강기)엘리베이터-행당 내부1,EV
,행당,승강기)엘리베이터-행당 내부2,EV
,행당,승강기)엘리베이터-행당 외부3,EV
,왕십리(5),승강기)에스컬레이터-왕십리 내부1,ES
,왕십리(5),승강기)에스컬레이터-왕십리 내부2,ES
,왕십리(5),승강기)에스컬레이터-왕십리 내부3,ES
,왕십리(5),승강기)에스컬레이터-왕십리 내부4,ES
,왕십리(5),승강기)에스컬레이터-왕십리 내부5,ES
,왕십리(5),승강기)에스컬레이터-왕십리 내부6,ES
,왕십리(5),승강기)에스컬레이터-왕십리 내부7,ES
,왕십리(5),승강기)에스컬레이터-왕십리 내부8,ES
,왕십리(5),승강기)엘리베이터-왕십리 내부2,EV
,왕십리(5),승강기)엘리베이터-왕십리 내부3,EV
,왕십리(5),승강기)엘리베이터-왕십리 외부1,EV
,마장,승강기)에스컬레이터-마장 내부3,ES
,마장,승강기)에스컬레이터-마장 내부4,ES
,마장,승강기)에스컬레이터-마장 외부1,ES
,마장,승강기)에스컬레이터-마장 외부2,ES
,마장,승강기)엘리베이터-마장 내부1,EV
,마장,승강기)엘리베이터-마장 내부2,EV
,마장,승강기)엘리베이터-마장 내부3,EV
,답십리,승강기)에스컬레이터-답십리 외부1,ES
,답십리,승강기)에스컬레이터-답십리 외부2,ES
,답십리,승강기)에스컬레이터-답십리 외부3,ES
,답십리,승강기)에스컬레이터-답십리 외부4,ES
,답십리,승강기)엘리베이터-답십리 내부1,EV
,답십리,승강기)엘리베이터-답십리 내부2,EV
,답십리,승강기)엘리베이터-답십리 외부3,EV
,답십리,승강기)엘리베이터-답십리 외부4,EV
,답십리,승강기)휠체어리프트-답십리 내부 1,WL
,장한평,승강기)에스컬레이터-장한평 내부1,ES
,장한평,승강기)에스컬레이터-장한평 내부2,ES
,장한평,승강기)에스컬레이터-장한평 외부3,ES
,장한평,승강기)에스컬레이터-장한평 외부4,ES
,장한평,승강기)엘리베이터-장한평 내부1,EV
,장한평,승강기)엘리베이터-장한평 외부2,EV
,장한평,승강기)엘리베이터-장한평 외부3,EV
,장한평,승강기)휠체어리프트-장한평 내부 1,WL
,군자(5),승강기)에스컬레이터-군자 외부1,ES
,군자(5),승강기)에스컬레이터-군자 외부2,ES
,군자(5),승강기)에스컬레이터-군자 외부3,ES
,군자(5),승강기)에스컬레이터-군자 외부4,ES
,군자(5),승강기)에스컬레이터-군자(5) 1번 출입구 외부 5호기,ES
,군자(5),승강기)에스컬레이터-군자(5) 1번 출입구 외부 6호기,ES
,군자(5),승강기)에스컬레이터-군자역 8번출입구 E/S 1200형 7호기,ES
,군자(5),승강기)에스컬레이터-군자역 8번출입구 E/S 1200형 8호기,ES
,군자(5),승강기)엘리베이터-군자 내부1,EV
,군자(5),승강기)엘리베이터-군자 내부2,EV
,군자(5),승강기)엘리베이터-군자 외부3,EV
,아차산,승강기)에스컬레이터-아차산 내부3,ES
,아차산,승강기)에스컬레이터-아차산 내부4,ES
,아차산,승강기)에스컬레이터-아차산 외부1,ES
,아차산,승강기)에스컬레이터-아차산 외부2,ES
,아차산,승강기)에스컬레이터-아차산 외부5,ES
,아차산,승강기)에스컬레이터-아차산 외부6,ES
,아차산,승강기)에스컬레이터-아차산 외부7,ES
,아차산,승강기)에스컬레이터-아차산 외부8,ES
,아차산,승강기)엘리베이터-아차산 내부1,EV
,아차산,승강기)엘리베이터-아차산 내부2,EV
,아차산,승강기)엘리베이터-아차산 외부3,EV
,광나루,승강기)에스컬레이터-광나루 외부1,ES
,광나루,승강기)에스컬레이터-광나루 외부2,ES
,광나루,승강기)에스컬레이터-광나루 외부3,ES
,광나루,승강기)에스컬레이터-광나루 외부4,ES
,광나루,승강기)엘리베이터-광나루 내부1,EV
,광나루,승강기)엘리베이터-광나루 내부2,EV
,광나루,승강기)엘리베이터-광나루 외부3,EV
,광나루,승강기)엘리베이터-광나루 외부4,EV
,광나루,승강기)휠체어리프트-광나루 내부 1,WL
,천호(5),승강기)에스컬레이터-천호(5) 내부1,ES
,천호(5),승강기)에스컬레이터-천호(5) 내부2,ES
,천호(5),승강기)에스컬레이터-천호(5) 외부10,ES
,천호(5),승강기)에스컬레이터-천호(5) 외부11,ES
,천호(5),승강기)에스컬레이터-천호(5) 외부12,ES
,천호(5),승강기)에스컬레이터-천호(5) 외부13,ES
,천호(5),승강기)에스컬레이터-천호(5) 외부14,ES
,천호(5),승강기)에스컬레이터-천호(5) 외부15,ES
,천호(5),승강기)에스컬레이터-천호(5) 외부16,ES
,천호(5),승강기)에스컬레이터-천호(5) 외부3,ES
,천호(5),승강기)에스컬레이터-천호(5) 외부4,ES
,천호(5),승강기)에스컬레이터-천호(5) 외부5,ES
,천호(5),승강기)에스컬레이터-천호(5) 외부6,ES
,천호(5),승강기)에스컬레이터-천호(5) 외부7,ES
,천호(5),승강기)에스컬레이터-천호(5) 외부8,ES
,천호(5),승강기)에스컬레이터-천호(5) 외부9,ES
,천호(5),승강기)엘리베이터-천호(5) 내부2,EV
,천호(5),승강기)엘리베이터-천호(5) 내부3,EV
,천호(5),승강기)엘리베이터-천호(5) 내부4,EV
,천호(5),승강기)엘리베이터-천호(5) 외부1,EV
,강동,승강기)에스컬레이터-강동 4번 출입구 11호기,ES
,강동,승강기)에스컬레이터-강동 4번 출입구 12호기,ES
,하계,승강기)엘리베이터-하계 외부3,EV
,강동,승강기)에스컬레이터-강동 내부 1호기,ES
,강동,승강기)에스컬레이터-강동 내부 2호기,ES
,강동,승강기)에스컬레이터-강동 내부 3호기,ES
,강동,승강기)에스컬레이터-강동 내부 4호기,ES
,강동,승강기)에스컬레이터-강동 내부 5호기,ES
,강동,승강기)에스컬레이터-강동 내부 6호기,ES
,강동,승강기)에스컬레이터-강동 내부 7호기,ES
,강동,승강기)에스컬레이터-강동 내부 8호기,ES
,강동,승강기)엘리베이터-강동 내부 1호기,EV
,강동,승강기)엘리베이터-강동 내부 3호기,EV
